probe,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
11806,2.888616151,2.704901992,2.763083271,2.918709926,2.704813664,3.034704203,2.951733701,2.728936641,2.758888145,2.777972241,2.759970753,2.936789841,3.111586349,3.187385599,3.023611882,3.240125956,3.293011772,3.126578644,3.801516627,3.686854741,3.693602587,3.791535962,3.805606435,3.806721881
11825,3.071862267,3.067704927,2.872192517,3.133006099,3.088258288,3.176098513,3.514670381,3.355218384,3.437914196,3.625821549,3.373906295,3.570680215,4.114536243,4.287359422,4.178637974,4.248071168,4.206842143,4.057034588,4.353004723,4.407407728,4.313902904,4.296620542,4.45542696,4.328603673
11846,3.493558571,3.40445072,3.217816384,3.572573663,3.531950654,3.498074631,4.327261327,4.175435762,4.073538474,4.376205107,4.07576885,4.183655012,2.70396148,2.797304272,2.680346587,3.027381406,2.83688792,2.754562961,2.633040774,2.488945349,2.435305994,2.587906146,2.552565284,2.567252869
11945,3.060306919,2.964318103,2.896166619,2.923757256,3.025177515,3.10812369,3.722759294,3.541661508,3.622111605,3.836613091,3.706892644,3.693378925,3.874241204,4.033510405,3.834919412,3.897263791,3.876188838,3.714851374,3.970709835,3.907167401,3.949658178,3.626975999,3.964668472,4.437301476
11946,7.260505314,7.116979191,6.958732815,6.838612156,6.679820035,6.991774426,6.2309192,6.025831563,6.005969355,6.06015904,5.915887914,5.958148543,2.423530192,2.625352939,2.433016816,2.650957845,2.513967216,2.577865317,2.380753357,2.420121646,2.465281792,2.24927881,2.385873994,2.2484441
11967,2.563975727,2.539704229,2.539083635,2.484900773,2.624373837,2.618218965,2.961147066,2.854092491,2.295168008,2.717241334,2.968040106,2.752022827,3.422047414,3.635953462,3.465995901,3.7321404,3.509243282,3.313614995,3.696092885,3.829785794,3.930186581,3.26985157,4.009274596,3.453041281
11974,3.550049611,3.584456803,3.551091039,3.79078431,3.587161273,3.695380682,3.251230128,3.039043719,3.079353843,3.253027984,3.098208134,3.175891282,2.900003274,3.243161772,2.728123924,2.952511382,3.05588819,2.954629444,2.629468259,2.707641022,2.692326626,2.762803501,2.678108265,2.796655536
11983,3.114524146,3.055990043,3.091882376,3.187363891,3.28670558,3.207374789,4.699799928,4.474517238,4.422684965,4.896693005,4.623573056,4.80698331,2.178401007,2.045548488,1.986510699,2.358037327,2.152386341,2.02087169,1.772815141,1.708998386,1.657300288,1.811444973,1.687543305,1.709499409
11993,3.563616128,3.631211645,3.47000728,3.488680433,3.55282416,3.600595455,4.595207759,4.35029635,4.19918937,4.360053445,4.468849061,4.486454775,2.110814992,2.185361352,2.179408149,2.102745436,2.085239015,2.196334392,2.152398992,2.199671728,2.326395572,1.998695262,2.30982267,2.260284387
12000,2.180387628,1.882231872,2.119347226,2.042600945,2.111111616,1.910344752,2.162122064,2.072895993,1.816171315,2.129581678,1.946071814,2.009867742,2.660620395,2.827116928,2.683161275,2.807631359,2.800918678,2.558395654,2.993675351,3.106441755,2.867178085,3.082996588,3.012467935,2.976979577
12045,4.010751355,3.86738869,3.853789763,3.638453684,3.861647661,3.794951681,3.804601699,3.62567502,3.576383783,3.798788744,3.691613243,3.729433825,4.742623766,5.073558414,4.734657995,5.136077467,4.955997981,4.846437384,5.199523641,5.194112116,5.215774836,5.174652248,5.162569692,4.901620756
12086,2.385347026,2.37605608,2.403374207,2.522096205,2.391178532,2.662778093,3.860486187,3.792559854,3.709981996,3.935113145,3.805731786,3.739350311,3.077221624,3.284536955,3.054203218,3.166372522,3.264230303,3.131825433,3.146206755,2.984882147,3.047906491,3.120766726,3.185806852,3.103700301
12093,5.493487181,5.333112711,5.245647194,5.447690634,5.346823566,5.1505172,4.699778853,4.457633028,4.547948542,4.644516815,4.783050139,4.609131765,6.522299381,6.685221743,6.505178007,6.494974675,6.614087997,6.50574709,7.14760772,7.482740619,7.19755526,7.26386959,7.435326936,7.175643357
12095,3.830807405,3.53666,3.478489283,3.469480249,3.56875287,3.653939971,3.742815392,3.407621566,3.529266793,3.728694097,3.691801667,3.639731325,4.442722213,4.77235425,4.494254223,5.124694497,4.752559723,4.656380768,4.801285071,4.930533811,4.72775112,4.878354158,4.8488626,4.728645409
12097,2.47110647,2.71793531,2.864438002,2.590719345,2.358083542,2.654098798,2.396437443,2.631771931,2.59059681,2.467401761,2.46663291,2.657903917,3.564596562,3.897282599,3.639307566,3.244882058,3.712891969,3.6485415,3.868323064,3.859874489,3.987115354,3.506357937,3.701874419,3.582114882
12108,8.984945596,9.063635609,9.182351391,8.943722207,8.645934302,9.166723448,9.562048217,9.387045514,9.396098793,9.034538234,8.874710768,9.234684803,5.657794659,6.098348225,5.684836915,5.160997557,5.52106432,5.285920049,4.093216403,4.112273974,4.164366402,3.686563328,4.130748622,4.183947691
12111,2.25396556,2.248521036,2.236907262,2.050209838,2.24774835,2.227536913,2.621604402,2.566689276,2.420232733,2.643946255,2.538895898,2.465521086,2.910874912,2.922681389,2.845188935,2.989429801,2.63813589,2.755545748,3.445911105,3.572435228,3.556776746,3.482463841,3.672189303,3.575330825
12119,2.345094019,2.188471678,2.28486429,2.407768253,2.251237821,2.271649194,2.075111656,2.289207814,2.097141942,2.20042091,2.094437551,2.233924978,1.504542125,1.744928961,1.672832419,1.632895436,1.665073547,1.601553284,1.661017396,1.684624762,1.721372438,1.693347235,1.667089544,1.640587182
12123,1.575512802,1.536847985,1.590673879,1.515854929,1.68451935,1.509046997,1.590457112,1.692274029,1.555005245,1.663345555,1.649215974,1.473115473,2.14035231,2.175121398,2.088531247,2.143926573,2.02461345,2.146831556,1.898453413,1.834787972,1.789655409,1.895447836,1.727299122,1.897728723
12136,2.236970944,2.24538353,2.272713115,2.246948046,2.058792397,2.331265075,5.621397042,5.381399898,5.252938568,5.464074948,5.331546052,5.471039082,4.933785126,5.165118553,4.977907001,5.190599866,5.041262131,4.997615259,3.744539242,3.765184291,3.694773197,3.672810674,3.629271159,3.832418796
12158,3.465148974,3.341892199,3.16174272,3.415496658,3.324388669,3.439782256,3.932897268,3.883316068,4.019943536,4.056552673,3.922843066,3.995136059,4.362053866,4.572046716,4.404705403,4.494407717,4.491286214,4.37597136,4.464331101,4.413305407,4.318018317,4.424054337,4.6143707,4.436335735
12159,5.422478466,5.182771384,5.214271322,5.411291659,5.102205688,5.373827375,6.314926477,6.134196628,6.145123384,6.09445988,6.026484865,6.266896483,3.72722407,3.82317739,3.701330249,3.575194089,3.73493966,3.6892036,3.406807253,3.593831584,3.345169347,3.297952747,3.384645303,3.275138727
12165,5.489225904,5.461215406,5.542035509,5.275609879,5.335651211,5.411082009,4.076384485,3.910519564,3.998954378,3.845213931,3.851700729,3.821724446,5.029721035,5.192887711,4.895230276,4.680626784,4.913563431,4.951878285,4.722986454,5.078890754,5.057175027,4.505488426,4.750306412,4.575888474
12172,3.237928265,3.141548887,3.042004077,3.216219425,2.897932784,3.299626703,3.206052114,2.935572423,2.95871961,3.221337158,3.315617782,3.035991808,3.753283588,4.071955968,3.807087245,3.980716523,4.059229896,3.837651202,4.096376028,4.329169869,4.157354487,4.192006579,4.297476411,3.976842142
12180,2.647841749,2.603630943,2.69786995,2.346212974,2.73457079,2.689359719,2.43485852,2.4851565,2.625313218,2.26854726,2.3976407,2.599548485,2.967882051,3.112118563,3.002684959,3.059010754,3.330439843,3.066149372,3.351883534,3.67294678,3.502207367,3.276942088,3.620146389,3.527952497
12197,3.092995062,2.791845607,2.874156722,3.155132831,2.858225388,2.92946388,3.960808252,3.677696788,3.667121646,3.897968128,3.838120749,3.817704661,2.1168845,2.27688518,2.228644733,2.035401293,2.166881245,2.347343856,2.458464393,2.670041977,2.602311969,2.347412299,2.6697961,2.553148987
12238,1.55312079,1.614979953,1.577673903,1.581778559,1.595937188,1.667381655,3.068846658,2.919090582,2.829328446,3.264587857,3.047154734,2.918668588,1.577346284,1.611533789,1.551658595,1.689973818,1.603656627,1.52070242,1.561665614,1.586385242,1.561976008,1.60899946,1.533214524,1.520156579
12254,2.653755656,2.638714962,2.494139022,2.669984182,2.531986439,2.460384477,2.15572509,1.984815261,2.279179607,2.043905736,1.908955187,2.116526016,3.749379875,3.919787417,3.605807761,3.912387017,3.709669548,3.619334904,3.122444408,3.213031754,2.985395794,3.14861732,3.089504411,3.061293892
12273,2.087077226,2.155846693,1.940691459,2.310190525,2.248011804,2.290371673,2.668712131,2.65107338,2.444573355,2.667225372,2.646422747,2.60026456,2.63897858,2.793164191,2.765583861,2.968563536,2.769036051,2.875995764,2.943259299,3.06344382,2.865422004,3.15046891,2.990480036,3.03609819
12289,1.553597855,1.656143806,1.494271997,1.760456051,1.669163676,1.540545109,2.319137507,2.395674964,2.295801307,2.58653826,2.442293128,2.314646604,2.717837542,2.626622861,2.581622751,2.88835021,2.520027279,2.519751716,2.356993015,2.533105739,2.640220134,2.597237843,2.357719069,2.266610746
12335,2.53743232,2.598420026,2.561309056,2.7749679,2.707203682,2.656432007,2.825830165,2.791469726,2.666030976,2.697064941,2.586506253,2.583278961,3.366490565,3.473815628,3.399048739,3.256134426,3.437596387,3.341383923,3.864916973,3.78936865,3.76960751,3.884152601,3.84136509,3.83512419
12336,2.216695613,2.33144912,2.197515408,2.324825763,2.423262085,2.276615086,1.606862122,1.785829504,1.510652218,1.703246923,1.629909801,1.538730569,2.072840519,1.834225734,2.170606522,1.983035911,1.899739006,1.761934609,1.904185773,1.818056431,1.943024972,2.018489143,1.825655885,1.951150716
12382,3.622643149,3.642016772,3.518819183,3.507262911,3.593035607,3.591015225,4.872055828,4.7427883,4.821103087,4.785739665,4.747355835,4.869393903,4.674545588,4.916952496,4.635971566,4.63841795,4.760436364,4.587247455,4.434117518,4.645136684,4.609577611,4.443238291,4.625228895,4.312204143
12400,5.4229156,5.316644183,5.104386165,4.993561318,5.125276472,4.920730326,3.329711814,3.221966202,3.233361829,3.034796838,3.09273348,3.232047952,4.49833122,4.798957706,4.534151178,4.532043176,4.426519548,4.5728767,3.832123408,3.896694747,3.806815385,3.54312986,3.752741704,3.6276909
12450,4.333847661,4.347407036,4.155021467,4.541738699,4.181096127,4.248422096,2.729183671,2.530015559,2.5163256,2.685439457,2.653339129,2.615844523,3.386020524,3.597102038,3.262448482,3.303011416,3.467864446,3.475077706,4.118369194,4.119142335,4.196392509,4.090181654,4.275530511,4.08569081
12473,3.905927759,3.784783051,3.679036776,3.955436292,3.857244321,3.834011422,4.270029574,4.124400458,4.124408084,4.254618877,4.055349436,4.146829615,5.10250282,5.313365397,5.268639586,5.342002799,5.249337411,5.190061035,5.42391171,5.669624511,5.641303445,5.406537005,5.449698606,5.306389421
12508,3.962706073,3.862518668,3.710761503,3.810193114,3.743308133,3.984084074,4.947412877,4.53762505,4.621393197,4.767326181,4.420384893,4.944787037,2.463728559,2.374032925,2.3429924,2.328094136,2.379934237,2.567862887,2.105575398,2.22775371,2.248986559,2.215452994,2.277414208,2.256603297
12516,5.744853591,5.800576836,5.741300685,5.904605272,5.811074909,5.721066175,4.100845288,4.121227434,4.029438993,4.231911942,4.028536367,4.067013496,5.496966917,5.603190372,5.421843792,5.675850405,5.581976845,5.482048502,5.273328463,5.365844871,5.353939729,5.471885914,5.325131189,5.194250939
12532,3.47385612,3.364021041,3.126835769,3.537569982,3.465765059,3.511801243,3.241552031,2.913925747,3.243523779,3.449271228,3.244765841,3.278286746,4.491802962,4.703016896,4.688262424,4.676823956,4.632818673,4.458242669,5.111245306,4.975523565,4.984527786,5.263882777,5.194426924,5.283171547
12535,2.061617151,2.203206304,2.062413232,2.093485319,2.279915559,1.97920842,2.854778353,2.785605533,2.735684247,2.754494671,2.888130101,2.730484004,1.943964554,1.881913438,2.057771909,2.062842983,2.121325298,2.029071165,1.811893134,1.783283494,1.846749965,1.868219687,1.824064528,1.944360432
12596,2.04395849,2.087208965,2.085654092,2.300016497,2.293047771,2.171633687,2.560808735,2.50087603,2.525592384,2.779368473,2.632061149,2.557638557,2.649435316,2.895070454,2.720783524,3.044927472,2.77695973,2.671536654,2.948145866,2.831039147,2.994706775,2.984506737,2.935288466,2.904546267
12631,4.545814975,4.871198419,4.78488391,4.712743427,4.720329235,4.902367954,3.606008773,3.350976756,3.280515615,3.824342467,3.752967075,3.67424743,6.472899753,6.537137306,6.296659846,6.764031729,6.733117184,6.524381459,6.064313119,5.990707191,5.992591142,5.773343511,6.066258293,6.024981983
12656,2.706343575,2.841880581,2.826637049,3.057937407,2.810260581,2.950826546,3.900938914,3.767721193,3.873275676,3.944943997,3.810992251,3.77400118,4.135377515,4.244649479,4.150279938,4.33147092,4.12749146,4.119734454,4.30188074,4.268843667,4.241931166,4.303584161,4.450074802,4.305418744
12677,4.804688736,4.839744893,4.539335184,4.802380993,4.614472681,4.911367654,4.932551055,4.468048468,4.605548811,4.707936486,4.61936431,4.846750167,6.29387636,6.468135883,6.333151231,6.148303977,6.402073046,6.330867396,6.717192384,6.631544105,6.564310082,6.374544871,6.816923682,6.623406461
12695,2.543907415,2.65436412,2.625275733,2.634476779,2.433189738,2.591391916,2.415277118,2.418500329,2.223773765,2.303379898,2.295420707,2.370566316,3.255211093,3.374899605,3.310850362,3.109288877,3.409585467,3.229048628,4.080141143,4.042934502,4.173811438,3.927651065,4.118309946,4.05773606
12720,5.532583694,5.424091875,5.306705695,5.154195098,5.391596105,5.130240833,4.505825796,4.215916666,4.312551997,4.06960898,4.215725352,4.183599375,2.969184862,3.196314666,3.007646987,2.936678398,2.885270789,2.903946006,2.860248628,2.981670301,2.988239019,2.820772021,2.85183938,2.870624539
12754,1.674684856,1.656065846,1.745288411,1.7847878,1.710233021,1.568966721,3.324889193,3.250832879,3.118835429,3.354664597,3.377291134,3.222964559,2.614231381,2.78786833,2.774728243,2.777264606,2.735029329,2.809779966,2.790188481,2.756922922,2.694885285,2.715668042,2.770193053,2.684210937
12756,2.177142368,2.100989534,2.204792,2.23381743,2.22435508,2.120707061,2.182577022,2.008631906,2.242598603,2.195032124,2.31021035,2.294669605,2.911199168,2.868962929,2.740446261,2.921900943,2.96836512,2.808730231,3.003708887,3.101228217,3.119418755,3.089733694,3.162401584,2.958053747
12762,5.236008666,5.170786546,5.144162631,5.539991029,5.337533831,5.416461138,5.216598154,4.999117877,4.98840695,5.515359403,5.409435618,5.346871125,7.295982854,7.378502966,7.165324997,7.791645079,7.347957386,7.233585865,7.617365048,7.698713792,7.51228655,7.832020956,7.752529816,7.510364769
12784,1.403726276,1.514865375,1.687335626,1.656396917,1.549841967,1.715542829,2.283262592,2.141926505,2.171169256,2.611869808,2.506879597,2.145600601,1.939663521,1.987559313,1.911702611,2.170815294,1.851889353,2.028852596,1.920175428,1.71091661,1.783002353,2.038364322,1.738203367,1.739419434
12826,4.300671245,4.280025401,3.870059672,4.001780142,4.054965401,4.276761885,4.819969892,4.310938176,4.418803164,4.587793122,4.502946553,4.48259406,3.106259417,3.12468023,3.029950808,2.673680063,3.196280054,3.29752711,2.531420074,2.661982674,2.695632549,2.337523552,2.64082496,2.573476407
12846,1.991072892,1.922547214,1.950292071,1.800002821,1.831138214,1.991754023,2.944795727,2.926187289,2.917296625,2.919492528,2.694769247,2.785801128,2.533760058,2.579489869,2.727696657,2.648861117,2.735071798,2.544808739,2.6372095,2.611573496,2.60624526,2.451329936,2.691302424,2.815273592
12866,1.830377251,1.797972842,1.907624963,1.95676208,1.900672809,1.899887461,2.454996492,2.224247122,2.355018423,2.492628403,2.58629338,2.399769141,2.764173541,2.75559511,2.743097985,2.925062339,2.714867403,2.561613027,2.565215713,2.481944207,2.502583581,2.550744341,2.491452534,2.421200513
12869,1.576792693,1.527425295,1.619232115,1.454724354,1.587080663,1.459491243,2.367794376,2.236746086,2.283767768,2.353813601,2.217251338,2.268446443,2.003172431,2.068733282,2.073229078,1.937629534,2.090076785,2.113809884,1.960077295,1.946948337,2.0361949,2.194710069,1.917220074,2.100571176
12871,3.605967332,3.645767731,3.593560738,3.46761445,3.426399401,3.550360466,2.923636254,2.876584795,2.837204903,2.752646994,2.762849087,2.743595239,2.692094199,2.733958673,2.714976813,2.548746778,2.763051836,2.632815246,2.667367512,2.768129779,2.83029483,2.623631148,2.725692839,2.654840303
12898,2.29721784,2.432405143,2.334259806,2.609963348,2.436064205,2.535903552,3.500860168,3.358501092,3.218787118,3.414654287,3.225417481,3.455654361,2.794630858,3.022631168,3.117504796,3.147799156,3.178562418,3.051048445,3.165069063,3.195729569,3.037499918,3.247856616,3.110564193,3.154583142
12903,2.624067082,2.659434173,2.525432804,2.391647729,2.468712892,2.473483867,2.891514525,2.754442295,2.837546786,2.602337179,2.666082138,2.860610384,3.358947105,3.792627547,3.625475954,3.352702412,3.579886903,3.505168974,3.672488172,3.764019872,3.71401047,3.454415952,3.738448132,3.624251619
12904,3.313457049,3.335607763,3.104011327,3.361566731,3.330363241,3.241027116,3.186821983,2.874011019,3.081038722,3.373976215,3.150037913,3.098010243,4.777682896,4.986675596,4.61024892,4.932238828,4.889272961,4.719808516,5.346175772,5.252085322,5.229553045,5.448381358,5.513732533,5.325987028
12908,2.941642194,3.185103492,3.004502153,2.78379636,2.965574615,3.366829248,4.297622334,4.096738462,4.117139493,4.36434619,4.157708996,4.135523081,3.672398562,3.797557026,3.562475078,3.738720397,3.834979163,3.916840305,3.8344156,3.957098642,3.751461967,3.424331288,3.776469589,3.584995581
12911,3.286746506,3.17965281,3.100313563,3.172469438,3.289772476,3.175132736,3.658647823,3.803553433,3.774533909,3.774201112,3.725931379,3.845703072,4.254613983,4.450426754,4.230686346,4.358326342,4.367077051,4.266260069,4.008280065,4.331558595,3.989145307,4.143541656,4.309056773,4.122993217
12968,4.792271154,4.893933993,4.555944224,4.652160208,4.48801867,4.622396611,3.636352388,3.256949066,3.231883714,3.493827862,3.301081154,3.30916197,2.500451709,2.708713073,2.462973898,2.565644189,2.572613507,2.667596665,2.440676631,2.399132307,2.815154302,2.40703018,2.585568115,2.48152033
12995,2.192369415,1.967597659,2.121553278,2.184905316,2.095654602,2.20861759,2.503253969,2.242732188,2.37108917,2.35340323,2.257328783,2.345942811,2.892561074,3.048459538,3.034152798,2.859629167,3.184945743,3.000531603,3.929729441,4.006031386,3.858827876,3.93093209,3.976955436,3.821639639
13030,1.782695823,1.539143556,1.755317681,1.956881956,1.866711254,1.799242967,2.244809963,2.13785203,2.231778641,2.641889133,2.361522633,2.198575964,2.69753799,2.907937385,2.734605928,2.883541257,2.792809342,2.726876612,2.248299369,2.165463267,2.362237036,2.292935237,2.353164617,2.227573079
13038,2.27098432,2.205712377,2.290313233,2.229766542,2.174812594,2.257995201,2.101483779,2.130797145,2.351255126,1.871127981,2.146852495,2.149674142,3.053694922,3.190541334,3.034828631,3.053285353,3.101816639,3.072914589,2.888695557,3.078836748,2.986039557,2.877682498,2.858314647,2.878507743
13060,1.857098406,1.996946271,1.827556508,2.1116152,2.080743182,1.907170587,2.745280858,2.510067706,2.576662988,2.545182489,2.623052609,2.640423555,2.215400299,2.299367457,2.272944207,2.167925952,2.253049602,2.413152186,2.144127084,2.168424472,2.027968362,2.300976231,2.258123155,2.224641312
13065,3.235965813,3.210373718,3.246329672,3.025807997,2.972011203,3.095123815,3.144033189,2.754593692,2.828177954,2.618681479,3.077766711,2.704167692,2.829527922,3.095889871,2.760313297,2.541080138,2.762219886,2.745268449,2.33950319,2.277291487,2.493871941,2.06602517,2.298285892,2.243201991
13070,8.083714287,8.303754837,8.345254763,8.648050771,8.086092963,8.590528565,8.495691127,8.24323705,8.504270705,8.607888827,8.372591406,8.51474819,4.691440324,4.921685971,4.771148942,4.482990167,4.796128048,4.628198999,3.503105679,3.432697217,3.484231843,3.425749682,3.600960005,3.754963952
13128,2.948729583,3.040951004,2.906571499,2.984620038,2.980386847,2.942375436,3.331113996,3.264622969,3.157377432,3.266779301,3.199929126,3.211987005,4.951307966,5.118039761,4.850880677,5.241221208,5.031382599,4.83820173,4.66584474,4.765007284,4.689328949,4.795920307,4.696846527,4.719749588
13133,3.018737764,3.172124742,3.016699193,3.093598385,3.112663615,3.053573907,2.624601107,2.370958839,2.606776947,2.45979487,2.479423231,2.753723909,2.285173676,2.338346677,2.077733541,2.428322501,2.296943081,2.368480232,2.255564603,2.449562083,2.382882209,2.318174091,2.355466737,2.470683327
13136,6.680916485,6.802618689,6.768514845,6.91704246,6.78201676,6.791751628,6.550535802,6.30001985,6.324357285,6.541229578,6.389090005,6.339338897,5.410134944,5.676052635,5.295597913,5.485621271,5.500055332,5.482624457,3.488794041,3.6282904,3.694203886,3.677398014,3.522897479,3.566538553
13141,2.828298878,2.674225802,2.761999203,2.834758401,2.873127026,2.741496279,1.85018714,1.810988604,1.847384442,1.949840805,1.972265683,1.74104237,2.613241918,2.789530045,2.656619054,2.669578434,2.699284167,2.71250908,2.872271171,3.046769597,2.915679251,3.104936564,3.059652132,2.988848013
13191,1.846540493,1.574930855,1.88135711,1.752674854,1.756874898,1.859518682,1.94652304,1.803194371,1.891900919,1.90662647,1.860967584,1.92694299,2.58273717,2.643659019,2.499259694,2.812421083,2.658806279,2.678697121,2.590376932,2.659786452,2.622786289,2.591170114,2.601753495,2.675398541
13210,1.710390474,1.539026194,1.755963993,1.702517308,1.956762335,2.040735789,3.088556505,3.125896461,3.113721693,3.237231277,2.985081936,3.0337415,2.355784979,2.540227416,2.511398158,2.633760314,2.746651949,2.626202411,2.479229532,2.39721587,2.577968208,2.842181924,2.732197279,3.032416209
13229,3.65954825,3.804117237,3.620061392,3.875337886,3.641046054,3.866886816,4.990477946,4.909203302,4.753942403,5.049375835,4.97959532,4.965265784,4.633371448,4.727482065,4.495439261,4.848240284,4.8354901,4.535193777,4.672391284,4.742917585,4.797756121,4.72845967,4.809304723,4.884686556
13252,3.441961753,3.47381329,3.289413019,3.685039831,3.406768979,3.53503431,2.813836483,2.874084253,2.830246609,3.123514782,2.808405605,2.826915354,2.513406559,2.55869376,2.572277298,2.656220461,2.601255624,2.599486686,2.775474555,2.915814297,2.829955684,2.88641778,2.910213239,2.834940253
13253,1.972568267,2.007108013,1.929704584,2.063999617,2.084309381,2.095881888,2.466336469,2.490169561,2.374269211,2.594072292,2.582409872,2.485106479,2.502216127,2.572195945,2.535038712,2.720115626,2.625914662,2.491317845,2.62756209,2.624237057,2.602292378,2.830419598,2.718723981,2.67510365
13291,3.595472448,3.774844112,3.56329234,3.705622302,3.711671866,3.736754537,3.768793083,3.488764662,3.484012228,3.881071561,3.877300399,3.537106103,6.022535323,6.008929488,5.590288929,5.759918103,6.202253468,5.93627286,4.474155788,4.17762784,4.375988747,4.227067694,4.077112355,4.185928988
13299,1.868826924,1.818695069,2.01715611,2.22611781,2.056433991,2.058753953,2.887947675,2.706505952,2.789852192,2.81313122,2.872256841,2.907916181,2.731152531,2.838119617,2.813601823,3.027263162,3.004448369,2.922867765,3.026572114,2.981705926,3.056742636,3.189366217,3.173751031,3.069183917
13321,4.918105181,5.036080067,4.847299403,5.163451205,4.94382745,4.918551788,3.458929393,3.388190632,3.457802909,3.592508318,3.402937793,3.300466683,4.363617648,4.54363794,4.25555219,4.486706083,4.415390516,4.29122375,4.687010724,4.550223956,4.552831758,4.653621128,4.47313043,4.282657161
13350,1.839655573,1.720771679,1.777287834,1.812185549,1.771189477,1.730323332,1.826291253,2.019004151,1.746527415,1.812203047,1.99065806,2.000052446,3.466490209,3.796674934,3.499761139,3.742192093,3.748098621,3.71564396,3.62368052,3.852597997,3.769134015,3.592989464,3.943627142,3.803839974
13367,2.989657115,2.867238557,2.798288715,2.74037498,2.942843136,2.999875302,3.109474513,3.038283775,3.004746662,3.223890167,3.057773348,3.10450722,3.803261098,4.088561931,3.692453127,3.809925197,3.844908538,3.834404256,4.111982448,4.380907867,4.294275857,4.249086874,4.38432054,4.128873116
13392,2.833845256,2.827586693,2.815858641,3.02403623,2.988172342,3.04526936,2.344639464,2.327953145,2.304840985,2.295777065,2.321771095,2.306626208,2.153938833,2.124423277,2.03561384,2.021460022,2.071939564,2.123630589,1.801041175,1.881213902,1.781113633,1.997091688,2.021210002,1.961295145
13396,2.832299287,2.747345344,2.938774081,2.677106259,2.662127559,2.897910853,2.537884683,2.544255846,2.318240684,2.351523951,2.175313824,2.404053896,1.982240778,2.106475576,1.965749052,2.139463873,2.287455282,2.117169055,2.132585078,2.188314842,2.052885258,2.20803149,2.116338695,2.359091394
13418,2.319159408,2.373955102,2.25834198,2.284137719,2.362939732,2.293378418,3.711710958,3.393514361,3.338728634,3.535695366,3.319246154,3.515952675,1.716715155,1.578670472,1.757524945,1.787701548,1.78487507,1.939461558,1.784731849,1.66539504,1.586200397,1.78503726,1.662399229,1.836730048
13432,2.618640676,2.720112988,2.607005712,2.840560981,2.637919574,2.738393742,3.984836641,3.750434123,3.679238048,3.885578067,3.80423601,3.834236487,4.961002222,5.035193692,4.769844091,5.077901046,5.100623507,5.125457682,4.203250653,4.124693911,4.218105579,4.153806618,4.285701246,4.135597888
13455,2.665611023,2.703137604,2.862009113,2.579580796,2.495912915,2.737962624,2.29004041,2.545484953,2.499049145,2.235891508,2.266415387,2.471766771,3.342877442,3.531936913,3.49526846,3.159037252,3.313518334,3.191071687,5.11252755,5.202179157,5.188805593,4.920980302,4.905779301,5.018227356
13474,2.697633015,2.648309529,2.765836095,2.489402452,2.705600636,2.851415022,3.329445197,3.396143874,3.453901932,3.305241125,3.071342428,3.493844482,3.475610135,3.771223224,3.490801479,3.43749009,3.648509994,3.528030655,4.068294462,4.012835435,3.846537048,3.869937357,3.805850791,4.091980437
13477,4.027644066,4.101246106,3.944134836,4.35222267,4.154949052,4.110154379,3.276179339,3.242864291,3.035732799,3.400752374,3.271366964,3.23157106,3.268049003,3.341360236,3.029500739,3.448967559,3.432253528,3.324766384,2.680856729,2.738361082,2.918560829,3.002817996,2.854878652,2.651653292
13504,2.361593327,2.363503346,2.501187881,2.416151909,2.559430415,2.739679464,2.962648765,2.802615409,2.719855175,2.780981454,2.73660655,2.699414466,3.318903107,3.465185276,3.278784609,3.451475968,3.455905636,3.326320838,3.529388457,3.523670928,3.449604554,3.789401548,3.605477023,3.709728184
13525,5.324102116,5.244741982,5.180603063,5.442326448,5.474354809,5.112595297,4.034240699,3.835780029,3.922149851,4.038269746,3.982104627,3.949420061,2.301495821,2.240116525,2.259410356,2.248884004,2.361449474,2.28592632,1.844687575,1.834245006,1.811135012,1.887267396,2.000202974,1.871434575
13538,5.587505159,5.726364233,5.430611296,5.376655159,5.261395964,5.423773846,3.669961848,3.593218617,3.712224416,3.308236909,3.484020592,3.695900204,4.994945144,5.414458748,5.139369283,5.314926582,5.280341488,5.148493314,5.115367692,5.041936265,5.068034977,4.781176118,5.084494128,4.998639364
13540,4.274135576,4.20437068,3.982898811,4.217250528,4.19671562,4.160487476,3.117227193,2.824388299,2.923853761,2.915890558,2.9669158,3.05674536,3.611728155,3.735418457,3.598642114,3.503887403,3.629524113,3.492956223,3.246686163,3.509684345,3.373991229,3.507550896,3.267696903,3.306558166
13610,3.461943347,3.493922564,3.342478016,3.545517242,3.623542127,3.363563386,4.850074345,4.709181423,4.689891067,4.987870873,4.885477017,4.73161014,4.225268174,4.231298867,3.941318145,4.461626008,4.269376194,3.997765503,3.754890126,3.749403225,3.898659699,3.944922534,3.851828785,3.718312413
