probe,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
0,1.907304471,1.968823708,2.006598729,1.934782533,1.810802213,1.908161145,1.740356008,1.751392511,1.86740011,1.831677979,1.879133896,1.90289718,3.477526662,3.703879799,3.359558594,3.718768392,3.634543319,3.559088574,4.364459455,4.566874474,4.425301755,4.392545318,4.502825003,4.301967339
18,3.362995545,3.185179987,3.120461309,3.469816309,3.510329567,3.209055507,3.276972609,3.185321085,2.977072443,3.414034776,3.306972145,3.095854132,2.552856267,2.548418087,2.250594195,2.692216405,2.246921357,2.494974726,2.123701356,2.177262303,2.083141138,2.462143828,2.129557921,2.028944432
42,4.074112096,4.037292516,4.031712497,4.171755501,4.154542994,3.968506036,4.853062937,4.680656716,4.653679149,4.961567051,4.822583257,4.772570156,2.265802911,2.412957033,2.237552271,2.397226712,2.289537884,2.383892506,2.175594358,2.319603,2.151700979,2.029327985,2.158698067,2.155017341
44,3.913753745,3.830088339,3.902099299,3.867370512,3.960664674,3.728673538,2.139340132,1.966024542,1.967536685,2.146740498,2.12468071,2.011221023,2.07495808,2.097222978,2.135213202,2.143460024,2.172340846,2.075205652,3.257926061,3.277341122,3.325738588,3.47782736,3.297228968,3.201062598
51,2.950370623,3.010146093,2.722937714,2.983809243,2.913315395,3.04839717,3.34044635,3.411749092,3.390402972,3.401773544,3.449759458,3.472478298,3.648835415,4.123981436,3.748747536,3.977171626,4.020795191,3.787882317,4.425028013,4.550900704,4.46155735,4.396553813,4.46612118,4.346900674
129,5.428161078,5.336585792,5.251223066,5.200087849,5.358271614,5.248736175,6.677570497,6.523774303,6.641990273,6.595649483,6.547353107,6.559922454,7.63564116,7.873111015,7.432342785,7.658020914,7.740503745,7.684594145,6.704208931,7.15498324,6.765518546,6.766008456,7.044340874,6.717802353
182,1.781059028,1.631941184,1.66828574,1.684608217,1.927408544,1.638247017,2.326910891,2.435607554,2.304210614,2.605960483,2.47999427,2.243040048,1.790997858,1.680818218,1.855199789,1.895279644,1.710174332,1.743829781,1.883318999,1.729295844,1.842709756,1.940896414,2.010894039,1.939804994
210,3.420794366,3.403386139,3.306740027,3.150259224,3.074493417,3.338084962,4.557620051,4.323376561,4.460854688,4.436644442,3.999686293,4.540953297,3.024987381,3.255853859,3.177733747,2.907707484,3.123126075,3.116218769,2.553441142,2.539045561,2.748147028,2.316525815,2.622101499,2.536900253
226,4.957964307,4.943589783,4.701298393,4.756369289,4.843145702,4.82508927,5.695933907,5.643571998,5.614492083,5.621211752,5.491527269,5.629372088,3.223581489,3.414557275,3.156920621,3.036966017,3.286012781,3.253940274,2.803224086,2.697573036,2.836307132,2.58640395,2.536720197,2.68201489
229,1.665315886,1.519002778,1.726933497,1.73394079,1.757630235,1.81467569,2.190667655,2.100231484,1.976548907,2.264974327,2.111538202,2.016262639,2.172471606,2.21686238,1.956018846,2.135695838,2.07349739,2.114928993,2.35948401,2.382930965,2.419479948,2.214214497,2.393298479,2.214627614
253,3.458128471,3.860918903,3.609364881,3.7244484,3.42051227,3.912868477,4.239317866,3.998000469,4.010990274,4.093453601,3.865962163,4.05843905,2.501798104,2.866787205,2.573689941,2.374438123,3.003461449,2.867451803,2.613073989,2.779321119,2.852706936,2.341559309,2.644940336,2.542740471
301,5.633989115,5.497871722,5.466554585,5.597526084,5.494657238,5.336328845,5.519155878,5.294903081,5.236126987,5.46287252,5.396356345,5.308815636,4.386611102,4.556968505,4.370467983,4.753133565,4.381991646,4.375042885,3.778106492,4.022489903,3.965478627,3.97901955,4.12174722,3.80565019
304,3.194364828,3.133414657,3.080456948,3.273967689,3.193178706,3.326744054,3.803501008,3.447261347,3.408412147,3.702581883,3.50651241,3.731925024,3.957941844,4.186546074,4.033260681,3.982570027,4.160216478,4.084779921,4.603032102,4.491438357,4.484927415,4.433954397,4.754222578,4.500079307
341,1.96907829,1.929072866,1.976441562,2.070939353,1.933739406,1.898223465,3.009880296,2.797736787,2.879787636,3.101872906,2.96406558,2.913730079,1.835341571,1.795463825,1.74093895,1.867908425,1.798867468,1.835783879,1.742659831,1.731180822,1.672215553,1.792247773,1.70191563,1.770875782
367,4.944040108,4.926885996,4.738964816,4.704586642,4.784773101,4.9196794,5.289725939,4.920691767,5.068001378,5.186866082,5.049911631,5.307776873,6.983811897,7.282293066,6.764467562,7.098452856,7.041707525,6.909549424,7.384315013,7.520609796,7.331058395,7.321979734,7.563356298,7.371230847
373,4.798143422,4.939441407,4.720987536,4.369715521,4.366882933,4.723945785,6.00380206,5.793702073,5.701616607,5.464888218,5.318480418,5.800534108,3.087647107,3.363302283,3.2322271,2.99069507,3.111184999,3.252934117,2.994286972,3.104511553,2.945644458,2.638050949,2.789940508,2.746521994
443,2.826042476,2.855291485,2.8038114,2.914244993,2.91768026,2.902578887,3.223138093,3.007556284,3.146045085,3.321421977,3.2962506,3.198390602,4.553586187,4.703024898,4.569042908,4.71641266,4.692753298,4.441721816,4.468249852,4.588599079,4.456984957,4.381049752,4.55534612,4.426982831
446,2.686862081,2.602841454,2.592751461,2.663488818,2.691605424,2.547191913,2.041615664,1.891935345,2.060392398,1.92627055,2.049002799,1.988027519,2.296612097,2.432276972,2.245004958,2.441824305,2.222186726,2.295281607,2.034464939,2.05988318,2.00937196,2.041289295,2.213995463,2.052414228
457,2.101399219,1.961361783,2.097094678,2.020287297,2.110846184,2.262489462,2.466181223,2.339044803,2.397228622,2.363597259,2.288051726,2.306153485,2.761337282,2.893141793,2.731812975,2.838033352,2.847989802,2.763388295,2.982323831,2.758319385,2.768783915,2.864038861,2.797482061,2.73743874
478,4.321687639,4.33440246,4.318400432,4.299740605,4.325753075,4.37792578,5.494197068,5.448946191,5.519146362,5.423854665,5.157436018,5.419961451,2.486361355,2.686521845,2.576424474,2.377373942,2.446403088,2.581635775,1.843141513,1.883326697,1.946359813,1.825186423,1.755499174,1.822775387
488,2.360458571,2.399153459,2.357767942,2.352918403,2.468138162,2.453105313,3.391869341,2.990823699,3.2452922,3.410940318,3.124794269,3.241272143,3.158841594,3.260604492,3.292692418,3.355027355,3.217701456,3.35824251,3.341891815,3.424108982,3.293406151,3.275734819,3.30142157,3.3446554
496,2.128828752,2.191395514,2.0542862,2.105125304,2.050549663,2.14477038,2.892772001,2.949553501,2.900091483,2.969163969,2.779406181,2.880155752,2.294621718,2.262593892,2.183664536,2.264165798,2.182697289,2.257856857,2.205669781,2.251141547,2.288667342,2.232329237,2.208474924,2.257782095
528,5.8169974,5.803468534,5.520615627,5.7890583,5.746189538,5.658530956,4.070794674,3.836923685,3.917265124,4.056906473,3.909704562,3.801673733,3.863036018,3.978124041,3.870032243,3.87767959,3.933930054,4.019831253,3.630189486,3.816849887,3.732481674,3.712809017,3.602124101,3.505401722
541,2.212207429,2.321015745,2.274135442,2.516987747,2.235817107,2.419877749,3.503240461,3.656086886,3.416912489,3.725570847,3.596301488,3.447583998,3.05268854,3.164522504,3.036233796,3.252316997,3.327425429,3.105890936,3.352204371,3.246806223,3.155867075,3.464897691,3.374709432,3.20566179
557,5.647125787,5.557823664,5.448753656,5.713704975,5.615272473,5.638736958,5.38997354,4.863482414,5.155427118,5.419213815,5.184929471,5.311780278,3.724743013,3.815286145,3.618478553,3.902726371,3.935037843,3.808619595,3.487155767,3.532696088,3.520945627,3.451304612,3.705712864,3.603293346
601,2.800357228,2.769475946,2.879985105,2.837065258,2.924298758,2.775094266,2.205171879,2.252225326,2.235664716,2.2142674,2.232845804,2.356031772,3.812905097,4.002731946,3.855885385,4.13042942,3.994732383,3.89208128,4.88095138,5.128588597,4.968317908,5.143289991,4.974363069,5.070931852
609,2.210890963,2.232606439,2.24910913,2.393481987,2.221976085,2.46140816,1.787607294,1.900998198,1.986763094,1.770831811,1.810515811,1.885736294,1.73497706,1.869959038,1.775120533,1.625461568,1.828271242,1.487630982,1.779380723,1.733716019,1.782345701,1.649238523,1.730011824,1.758893136
610,2.196988684,2.426621305,2.431494675,2.664979374,2.517848169,2.53887915,2.167500705,2.075598063,2.096244055,2.398524284,2.237596604,2.168026671,2.035054063,1.923638714,1.974125759,2.105248625,1.994897555,1.944071396,1.76284205,1.818589296,1.91610617,1.975204757,1.650129449,1.76168635
649,1.644637174,1.749358473,1.818536297,1.521544668,1.549285862,1.736068994,3.891168428,3.762797426,3.60795541,3.407904232,3.388384921,3.758001106,2.085318233,1.993948613,2.076635534,1.946985462,1.973697923,1.881392141,1.879816131,1.704652439,1.613352724,1.501816618,2.016366728,1.854421016
691,2.903425546,2.956729376,3.081358105,3.193026189,2.92586795,3.135420699,3.59846455,3.513452599,3.585173567,3.844900644,3.461016087,3.58549471,3.93247002,4.08413053,3.894575887,4.025329722,4.094241055,4.055434425,4.46346083,4.322180173,4.369657735,4.166630228,4.290618609,4.352915469
701,2.579957706,2.682449896,2.737683727,2.866763627,2.574258763,2.849319755,4.159043845,4.013065857,4.306082139,4.28772605,3.920390139,4.01186708,2.611261847,2.727980989,2.810972396,2.596483026,2.894080974,2.606932946,2.83350237,2.66592852,2.852305626,2.566291399,2.615433379,2.690181914
729,4.447661997,4.484998499,4.361509202,4.549338428,4.525742002,4.301100143,3.369708016,3.275944554,3.282229896,3.606558642,3.462506961,3.236329849,2.428325653,2.465776592,2.345676612,2.712341485,2.413999462,2.403052458,1.938353169,1.826234626,1.897232879,2.215561045,1.816724005,1.737699607
734,3.533778473,3.568456103,3.431267944,3.8159704,3.60196164,3.727632792,5.034388072,4.984509261,4.932937262,5.246814191,4.775745719,4.931138936,4.662495738,4.791020064,4.518567431,4.583116573,4.805541336,4.727030898,4.531054016,4.568919884,4.592373457,4.608060563,4.49476806,4.504442703
768,1.831328712,2.127559717,1.969568408,1.803119145,2.107270856,1.932402503,1.877617765,1.945967486,1.648832356,1.803255155,1.780869118,1.827833546,2.944833997,3.021652233,2.940651766,3.00577503,2.912578245,2.754208536,2.267615574,2.224939476,2.290885767,2.214780494,2.080142633,2.192220546
777,2.342067654,2.307235549,2.390288803,2.154271739,2.227418966,2.563966148,2.779101472,2.533409443,2.520541533,2.742117924,2.806422004,2.580624476,3.133008064,3.249590858,2.823494978,3.319511589,3.255100844,3.131850186,2.74486508,2.947099188,3.083793499,2.898427213,3.297934955,2.812606708
778,2.416765508,2.65380449,2.508593792,2.2266642,2.289544214,2.370526258,2.873365232,2.88302289,2.906054274,2.968190741,2.726172001,2.959530547,3.159401698,3.390077037,3.211103418,2.937146318,3.093834292,3.128942364,3.660017055,3.614486555,3.619437247,3.449278268,3.459870543,3.39376061
810,3.522681159,3.283433548,3.24957706,3.449182106,3.432253414,3.287304046,4.594187324,4.485413598,4.355275812,4.608449262,4.434814673,4.53527822,3.610912489,3.831595537,3.51801514,3.736753598,3.775380003,3.72093091,3.416354976,3.48598972,3.306425223,3.477657741,3.565608917,3.454229227
862,3.682581184,3.692410255,3.447633104,3.567887649,3.72239201,3.587981081,2.361501248,2.353668611,2.306234434,2.321493138,2.348003712,2.457317004,2.554837303,2.426131869,2.337040311,2.429962596,2.477989278,2.473879395,1.873309782,1.941280006,1.960259225,1.964739799,2.154439338,2.093389033
894,4.636136498,5.07658279,4.62210311,5.11566114,4.713113909,5.203119061,4.480466745,4.330067058,4.51935778,4.549588119,4.061771943,4.390848757,6.860617677,7.108314065,6.698623668,5.979892827,6.717571335,6.991633368,5.829070969,5.809500258,5.948065669,5.518699795,5.784466071,6.112691534
902,1.993354693,2.138074378,2.086193249,2.007619424,1.926489122,2.109822422,2.248258173,2.273707435,2.245589326,1.997144857,2.035079907,2.244954832,3.470672308,3.637095726,3.257089707,3.157436974,3.304038153,3.321912355,2.758762121,2.826620534,2.676765322,2.539746035,2.66430167,2.445456452
926,2.703438667,2.747004025,2.730761922,2.679646608,2.687455815,2.855606999,4.513340585,4.224378393,4.40943669,4.515420929,4.352719441,4.467699895,4.63763399,4.76843449,4.89298109,5.010493869,5.057560886,4.881268015,4.875304507,4.794527346,4.808373981,5.089165377,5.068571506,5.062580032
969,2.099923073,2.349050987,2.156693821,2.241699518,2.199521681,2.288191715,3.13083743,2.816668536,2.954878169,3.23702199,3.036430961,3.160419503,2.747915092,3.046588976,2.923647711,3.235530476,2.981455946,2.909404273,3.029454704,3.040388478,2.983115394,3.042696774,3.064930445,3.026326179
975,4.724397877,4.290270045,4.32478919,4.536660469,4.409828246,4.656521412,6.549053088,6.304196738,6.199334966,6.437178674,6.241281135,6.32954517,5.003643826,5.254762457,4.948067678,4.84306771,5.168161125,5.027882113,4.447546112,4.637804234,4.564497108,4.471719184,4.709734247,4.486464201
1018,2.122858968,2.21313533,1.98355032,2.187918511,2.129914165,2.075784398,2.551067935,2.296837123,2.435092628,2.442563519,2.286064259,2.552335425,5.967009562,6.096939474,5.800645374,5.850572596,5.834093484,5.665641175,5.254986933,5.284575476,5.314383195,5.211920209,5.22528279,5.103367525
1079,2.684936647,2.584773809,2.760159445,2.849924633,2.633530678,2.988139163,3.878965223,3.808661714,3.67307429,4.025009513,3.646768152,3.908244894,2.586463773,2.637461153,2.585519065,2.617110871,2.781257614,2.684380514,2.45036208,2.302351337,2.299304801,2.31451077,2.516680721,2.325798074
1087,2.544106163,2.548395231,2.567677042,2.441848112,2.481310226,2.356575403,2.522513778,2.790951638,2.74150701,2.648049999,2.438030105,2.593109211,3.566274621,3.848236178,3.591885286,3.541619458,3.585806367,3.410304419,3.691209325,4.073023875,3.802560624,3.705801232,3.958790145,3.757322391
1096,2.158698827,2.041701384,2.111496658,2.051865282,2.112691712,2.034084476,2.868912105,2.781691882,2.759799732,2.821007785,2.746363221,2.789456093,2.59321025,2.795000035,2.696216612,2.709516456,2.733067543,2.662964673,2.868367299,2.877099701,2.798064483,2.699727836,2.864227592,2.819046061
1115,2.400216266,2.422848975,2.505281895,2.511249523,2.394591863,2.404806095,3.623513524,3.402737178,3.385393244,3.699805731,3.230839488,3.480974552,3.205378403,3.429388796,3.414018123,3.431253745,3.491380053,3.263371541,3.562252049,3.514107676,3.401795845,3.595823377,3.641329057,3.478575973
1122,5.128066481,5.105861622,4.939959688,5.021531092,5.156828665,5.01383551,6.001584953,5.67193496,5.797125181,5.826408533,5.698628072,5.742793195,3.752488711,4.006866098,3.715073468,3.830827697,3.815942795,3.781441342,4.041073727,4.186342575,3.992840068,3.987817436,4.171983246,3.940931756
1169,1.776035514,1.768567784,1.637113205,1.599153855,1.650356653,1.713132404,3.146325996,2.974421467,2.871419779,3.020963899,2.876862232,3.004826898,2.989195404,3.022593808,2.684209927,3.069391712,2.936390197,3.004208087,2.230704776,2.108608895,2.041998704,2.245884151,2.23927179,2.092490259
1181,4.799138065,4.757545203,4.782717876,5.064924843,4.88242471,4.686230665,6.087764403,5.945898621,5.878564904,6.106440235,6.093796829,5.857847542,3.3619619,3.44914042,3.341534211,3.71695262,3.406233223,3.401551853,3.414060039,3.444696828,3.468913845,3.526041774,3.41420356,3.195585994
1202,3.631436614,3.529359058,3.432889378,3.595035346,3.394345429,3.522731616,2.276171635,2.459935486,2.226913334,2.348683497,2.24066967,2.193202613,4.262741493,4.411038472,4.120663912,4.316988867,4.319097497,4.264520592,4.336653982,4.490913019,4.217112991,4.329152302,4.36930985,4.286790488
1227,3.093516083,2.925313804,2.609775592,2.921845877,2.840730174,2.698717272,4.462269606,4.189232687,4.261298837,4.316078563,4.2354975,4.26686919,3.603468971,3.845892812,3.662092826,3.745782735,3.769387653,3.680186447,3.076778816,3.038418873,2.890161248,3.080458743,3.039799324,3.106705441
1230,2.531163121,2.469995086,2.483180647,2.606084188,2.495176845,2.511408282,1.791539923,1.826399988,1.842641172,1.873126383,1.897011468,1.787626037,3.90121713,4.129269078,3.926910005,4.020618566,3.932214495,3.917027363,3.843319175,3.913683038,3.898782243,3.842447695,3.887518546,3.81776051
1255,3.538015594,3.259261053,3.337645921,3.179684019,2.94933104,3.19439824,2.994447322,2.929265203,2.944943621,2.958700318,2.831927447,3.017297422,4.137860674,4.328066483,4.252088272,4.113624765,4.352220806,4.140629265,4.380754131,4.582867975,4.533961239,4.24306329,4.639743542,3.929698104
1277,3.349977045,3.470844173,3.221834369,3.760082726,3.56376447,3.526569266,2.489774525,2.563386985,2.665704372,2.725185596,2.570536223,2.370687689,3.265227366,3.363413242,3.245345975,3.432335447,3.358090191,3.347771804,2.714285729,2.611375256,2.704563029,2.781923342,2.764879722,2.556193343
1297,2.277035006,2.343792939,2.197864788,2.276511701,2.417047331,2.31719307,3.661808007,3.49396233,3.354353134,3.747990561,3.601379428,3.553607082,2.219596679,2.322704518,2.372387897,2.609720034,2.381330154,2.3561287,2.556754839,2.42043085,2.544483898,2.612502114,2.509459609,2.42972334
1333,3.342599631,3.46676346,3.464472592,3.501362983,3.299579909,3.426588692,3.258993369,3.110903251,3.185932621,3.280855748,3.213551087,3.132570854,2.319622686,2.198814693,2.234248409,2.266092761,2.286123493,2.312688701,2.338634432,2.308299476,2.394600891,2.244740799,2.345763745,2.209711723
1360,2.514288957,2.622091467,2.519297925,3.108494295,2.633800713,2.71238678,4.243809808,3.94221504,3.761969585,4.400427413,4.211556686,4.116154879,2.886733005,2.993560945,2.919073694,3.154313925,3.046865148,2.992515023,2.388657251,2.274733007,2.332503439,2.394893832,2.478617552,2.52801707
1366,2.877142188,2.738814291,2.637850519,2.836020672,2.815677265,2.832895974,2.613968519,2.445195446,2.512451699,2.678368059,2.70904239,2.705674934,4.180109775,4.411461425,4.18256682,4.508137368,4.397376149,4.228059808,3.488340999,3.584889879,3.441645946,3.539252796,3.591780828,3.47519843
1382,1.877611526,2.019758952,1.973983554,2.121973284,2.147166186,2.051921427,3.276150321,3.231872847,3.242210669,3.427006024,3.134802152,3.261306055,2.182247079,2.115115999,2.186476252,2.25318568,2.252421868,2.113077818,2.524817659,2.340017859,2.393072921,2.44348323,2.506470055,2.484216909
1398,3.485787407,3.446982428,3.48013938,3.789318069,3.455683516,3.522817549,1.887923186,1.844287414,1.996680181,1.91907495,1.955479982,1.916608354,1.992889876,1.867301143,1.898300602,1.858935448,1.812364526,1.891904472,1.946948213,1.904715536,1.884331026,2.014175519,1.893320547,1.837522268
1446,1.945565259,1.991144678,1.915723824,1.946687961,1.975554219,1.932109024,2.703970582,2.607998022,2.572345091,2.467037093,2.638269094,2.672944469,2.264540765,2.377376973,2.205228151,2.359225121,2.184640716,2.123407076,2.421909609,2.336348611,2.243919865,2.291817199,2.432024474,2.398620782
1452,1.918035579,1.945991599,1.751428588,1.908345688,1.804853215,2.019479124,2.599336847,2.507667348,2.507492138,2.55092696,2.651126732,2.70207287,2.0659141,2.202248371,2.05226162,2.284975499,2.370078067,2.371563774,2.258196772,2.199891831,2.228352511,2.400504302,2.346412575,2.494417454
1482,2.60733948,2.502497008,2.507901311,2.54159777,2.666278479,2.56292313,2.410923594,2.424838623,2.389895506,2.530184294,2.324029762,2.539362636,3.627666867,3.533581341,3.488853304,3.625756605,3.536449267,3.520574784,3.384982345,3.458463998,3.487991242,3.420844272,3.397182867,3.298081524
1487,1.588549666,1.590877905,1.642560774,1.529173066,1.558486036,1.642316373,1.589258988,1.625196685,1.629442917,1.54234445,1.688994709,1.559847431,2.00649637,2.109596335,2.121577268,1.908024419,2.058888556,1.992076652,2.124037922,2.193873634,2.187747369,1.982297785,2.003375739,2.267253008
1507,2.249565383,2.097776388,2.32024674,2.537932608,2.315551039,2.412653746,1.88817461,1.819942632,1.92170914,1.766671338,2.043349966,1.734126908,1.785877636,1.645435676,1.84560161,1.996574979,1.685078065,1.778714466,1.636785025,1.531032033,1.611125481,1.820413954,1.801201084,1.736933446
1510,2.048969088,2.034073455,1.994396323,2.226739047,1.946391627,2.161332828,1.739984011,1.834386231,1.813848161,1.919913885,1.931927068,1.814680027,1.596548958,1.531678319,1.58308298,1.611126127,1.526333859,1.437293807,1.600804771,1.572184023,1.53899338,1.863636557,1.781809164,1.533502525
1513,1.949189447,1.819898643,1.870320614,1.88095701,1.87154539,2.004967957,2.304762377,2.138215593,2.279097973,2.369496074,2.268207398,2.234137848,2.520720354,2.752149497,2.743042522,2.649406411,2.838084873,2.619481451,2.640900055,2.72504381,2.681234705,2.838326948,2.73830863,2.782994919
1542,1.971063481,2.006036429,2.012331408,1.970053263,1.854704935,2.121300456,2.46805096,2.497201549,2.937679142,2.7728527,2.550104736,2.599972957,3.003324591,3.149277373,3.055747568,2.843596592,3.070824744,3.069208245,3.234353695,2.962837461,3.119925802,3.418196953,3.350058939,3.094833798
1560,3.568674452,3.5060851,3.353347175,3.411800895,3.412131951,3.466666441,4.780649529,4.646073728,4.521200502,4.561174314,4.625286953,4.511609203,4.420667923,4.694167266,4.384259728,4.469514499,4.530242072,4.279842772,4.120213963,4.360634504,4.262540082,3.865237085,4.433598581,3.965017208
1602,2.518972407,2.539290817,2.420909459,2.624461039,2.684664185,2.443409046,1.795755054,1.585786349,1.594562033,1.642251683,1.575445529,1.66541156,2.64043192,2.999983822,2.859002993,2.811863762,2.753040015,2.70558732,2.018101839,2.120107982,2.104569337,2.110033502,2.08882537,1.954276917
1615,3.451292718,3.405848282,3.27424966,3.499657725,3.423568787,3.400450789,2.226544501,2.262621334,2.076470684,2.269566315,2.301440249,1.99482874,2.486356487,2.596820968,2.376374298,2.622265228,2.367493666,2.505137777,2.183996327,2.289593913,2.292345897,2.345309518,2.250824384,2.260032306
1621,3.800372912,3.685445622,3.53210317,3.446232943,3.695152902,3.46082395,4.412049907,4.0429949,4.133694716,4.368093133,4.187721675,4.208886208,4.702374384,5.165963201,4.553200087,5.026177086,4.6863648,4.581908679,4.911194208,5.014257386,5.078188999,4.927241896,5.205791982,4.96461576
1625,3.940018121,3.886804705,3.789825818,3.71029698,3.700518721,3.681079618,3.488947355,3.336543784,3.553301095,3.544262164,3.338161249,3.50280429,5.373301749,5.508883966,5.142936444,5.614612414,5.419416873,5.269329804,4.250970709,4.548887032,4.314138341,4.309979993,4.271246571,4.2127914
1634,3.140840422,3.129182923,2.972647391,3.330251792,3.192454657,3.09153207,3.776300934,3.595675352,3.711617705,3.956761614,3.717134871,3.840913577,1.857129365,1.907553626,1.920224805,1.950001191,1.946997812,1.815223109,1.767121696,1.635830186,1.671317692,1.658390299,1.623256928,1.453527608
1639,2.670339184,2.826273588,2.635718693,2.741920319,2.572967882,2.777819815,2.687664185,2.48451304,2.524825511,2.691450892,2.497837243,2.559661228,3.861545105,4.117960747,3.825473185,4.239039881,4.007054603,4.014375242,3.826103044,3.800629153,3.853976984,3.748683051,3.688554105,3.47788785
1643,3.256269638,3.285169461,3.182987131,3.604127178,3.325991419,3.310039704,2.406577918,2.1288725,2.231503908,2.404310805,2.220196222,2.219494939,3.249553006,3.327718657,3.060676475,3.250430729,3.19809,3.223762477,2.746254025,2.825085422,2.853608727,2.651098631,2.8095493,2.592490734
1657,1.502839442,1.507912261,1.690877749,1.378297176,1.438419959,1.543706584,3.171396971,3.13573213,3.040057649,3.305891158,3.249316866,3.139861115,1.658030907,1.61279726,1.653836141,1.58081269,1.487648426,1.602853796,1.672539349,1.554584849,1.696294341,1.623361617,1.691893472,1.628416423
1683,3.402711049,3.479769017,3.241725663,3.539056965,3.37408375,3.323793916,3.188077075,3.001141366,2.976898879,2.944668424,2.993522018,3.207312603,2.640398667,2.828279233,2.699946644,2.665683868,2.738762509,2.722760828,2.539657797,2.431396257,2.737353571,2.656871836,2.462573871,2.416795479
1717,5.896681629,6.31216386,5.804160798,5.956074424,5.916200486,6.000135354,7.158552001,6.54952128,6.580347321,7.19139929,7.021085576,6.784103351,4.323041804,4.545678533,4.331072278,4.245925008,4.485428517,4.445301057,4.285219624,4.095873013,4.446421066,4.481048075,4.134102568,4.158319353
1719,3.036179395,2.987996774,3.067236922,3.068137523,3.047365713,3.162612833,3.616637933,3.577399249,3.585665752,3.576782462,3.449890198,3.631859933,1.931984291,2.191077513,1.94666378,2.061787606,2.232765236,2.017843619,1.876629442,1.950758485,2.145896556,2.135964715,1.933654048,2.020489134
1725,2.501588754,2.606161441,2.427385344,2.800762406,2.716160723,2.615543977,2.352066269,2.361400616,2.412731635,2.541368808,2.426451866,2.268547879,1.844190159,1.756793305,1.767644302,1.835367091,1.91298266,1.799416083,1.80503694,1.879038361,1.955045541,1.797245022,1.577914315,1.746359069
1738,6.038478081,5.855329415,5.92144734,5.632551475,5.655973097,5.869550207,4.593793359,4.267801315,4.292910637,4.378423805,4.310740559,4.261653539,6.253834559,6.360024099,6.320768165,5.926791909,6.271027305,6.173773791,6.184915791,6.275389518,6.095908153,5.898640543,6.109942364,5.839707241
1756,1.887965028,2.060245497,2.102153138,1.883812781,1.786720525,1.923143877,3.765593879,3.491501172,3.531281464,3.51979597,3.316357915,3.634028271,1.828685344,2.019250028,1.924308098,1.740965892,1.818731209,2.026995197,1.795532019,1.865890906,1.723951681,1.650475447,1.845618138,1.766633996
1871,1.98830271,2.001838089,2.068894408,1.95897616,1.867144701,2.085279183,2.977744073,2.719639197,2.594982428,2.759898576,2.869252695,2.857018436,2.780068913,2.87078788,2.93266296,2.925161738,2.805720617,2.886282604,2.778881851,2.376047091,2.506880747,2.417464614,2.527202755,2.498399388
1923,3.828177113,3.791319751,3.618560379,3.702349466,3.758964536,3.87315824,5.494047587,5.347575055,5.551176334,5.432575058,5.096919312,5.46313038,2.614749909,2.740204697,2.674286802,2.685854978,2.698797476,2.597827791,1.989533343,1.834705069,1.86025828,1.791592751,1.904606334,1.911313005
1957,2.055944277,1.877395891,2.044950727,1.834435896,1.883553838,1.974464213,2.809790062,2.546156231,2.747301827,2.72830439,2.550564984,2.709758101,2.464238836,2.972121102,2.688858526,2.657333835,2.695285343,2.734836292,2.659602262,2.400592807,2.492810742,2.393268462,2.547434948,2.652746775
1966,2.293521129,2.485225313,2.323248212,2.512418423,2.427456357,2.325119232,3.282335482,3.196415129,3.333565114,3.303040184,3.153259933,3.376693469,2.010372094,1.956134604,1.860886772,1.927466468,2.023705284,1.730069052,1.835551975,1.843152657,1.741883741,1.810615649,1.584347999,1.759526715
1974,3.177335044,3.247419603,3.076248831,3.143301047,3.042689726,3.363157231,4.476698828,4.248315304,4.235654183,4.351028699,4.049360929,4.388558794,2.870785505,3.039479249,2.916415258,2.731273439,3.035839253,2.85045594,3.015663382,3.095856306,3.059238619,2.83706423,2.931593938,3.070502824
1991,2.334299063,2.258914798,2.216758511,2.189378617,2.211640177,2.35325334,2.886800669,2.817289887,2.781071554,2.854559776,2.840787638,2.898052711,2.750432465,3.042987912,2.6810063,2.899551699,2.902924879,2.829077784,3.116723653,3.277075941,3.169410412,3.048524663,3.139903744,3.132534219
1993,1.788319299,1.695046908,1.893414608,1.797461555,1.866058268,1.942344113,2.073347234,2.319330317,2.172643829,1.928370434,2.164777799,2.200502687,2.401838394,2.790497077,2.520141613,2.31549085,2.619613635,2.636452726,2.022031699,2.202576049,2.183896558,1.919392666,2.161531452,2.173607894
1995,3.517310671,3.436949506,3.347816314,3.181579008,3.101729325,3.180713921,3.545055122,3.630705492,3.759560192,3.614871779,3.338832772,3.687955088,4.521799271,4.617494548,4.442582409,4.195544103,4.444363977,4.418607561,4.377184801,4.618572027,4.476325379,4.068584991,4.095840902,4.12172175
