probe,0,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
22745,ILMN_2550745,2.296461609,2.270086808,2.240118516,2.078045258,2.125792314,2.106053687,1.953970746,1.988877551,1.978556032,1.785043456,1.907851857,1.831654967,2.037163968,2.240729296,2.218956127,2.041963929,2.166187433,2.032876041,2.558211267,2.667170322,2.616135465,2.331024542,2.401006441,2.433760608
22751,ILMN_2550908,2.746471517,2.675017566,2.659453082,2.61204742,2.676945658,2.679732114,3.580403362,3.436924044,3.414543783,3.526528198,3.309737955,3.401232917,2.671259521,2.78656792,2.946317429,2.646785447,2.795049098,2.702612136,2.758119401,2.844764879,2.849673381,2.63474482,2.805331857,2.895306992
22754,ILMN_2550952,1.757214474,1.768277013,1.877853044,1.892310418,1.776054577,2.025601631,2.362935073,2.361698813,2.340452741,2.399105004,2.159814213,2.396729648,2.58107497,2.82944379,2.467237767,2.647952452,2.811295606,2.626439023,2.623700129,2.689602908,2.605375577,2.687129913,2.808727501,2.834087271
22755,ILMN_2550962,3.566524508,3.618398931,3.407912899,3.214998555,3.292935235,3.41320263,3.556020487,3.476956745,3.488819095,3.214978932,3.388242115,3.372990389,3.882145757,4.251009127,3.778179708,3.505951047,3.558748817,3.683419498,3.705126847,3.901282499,4.219165136,3.274999603,3.756812254,3.77572085
22757,ILMN_2551055,2.603809053,2.599561975,2.649255326,2.464935018,2.502284291,2.503735595,2.678762505,2.638121167,2.716381055,2.493124575,2.47747322,2.679759639,2.959825106,3.158006127,3.019370405,2.894500428,2.978640502,3.117223771,3.084918334,3.09829221,3.007782532,2.756738684,3.13624921,3.062382205
22758,ILMN_2551092,1.869060258,1.793321429,1.724638035,1.689750882,1.636050948,1.738050925,2.124684281,2.070435844,1.925267347,2.213171303,2.075013243,2.107117706,2.155840327,2.349822884,2.293457816,2.386099066,2.36116191,2.206893908,2.470917046,2.375668488,2.539932068,2.414496186,2.381817015,2.209192874
22772,ILMN_2551506,3.438139883,3.517030336,3.332000096,3.236741142,3.383848593,3.479727428,3.448077617,3.246257089,3.388045622,3.233468629,3.191132738,3.42092089,3.754287486,4.039309089,3.756346848,3.426511066,3.941790233,3.843347493,3.951727893,4.288362396,4.088778472,3.596869875,3.911969887,3.959733837
22779,ILMN_2551668,1.818609548,1.8655697,1.93707814,1.87461131,1.899130347,1.93281194,2.480998778,2.506632158,2.454030197,2.578475505,2.631074439,2.466952667,1.899887919,2.005771012,2.003701904,1.988924245,2.028311959,1.952631901,2.155004964,2.084970096,2.047643228,2.212044565,2.289219555,2.246507457
22780,ILMN_2551723,4.366056988,4.414772611,4.266687391,4.63331799,4.383053028,4.452779372,4.641264424,4.439560702,4.465456166,4.906880275,4.693198636,4.455205731,3.879498291,4.116434006,3.7508573,3.8913872,3.834147716,3.802507127,3.880947444,3.855732237,3.916649458,3.837262894,3.879825739,4.24050279
22785,ILMN_2551827,4.329052549,4.234137776,4.240408179,4.203394898,4.169784097,4.27687351,4.081869434,3.971287263,3.881533887,3.999399368,3.973340023,3.907226478,3.429407631,3.621897039,3.384397623,3.39817846,3.439651928,3.4312612,3.305956804,3.337487592,3.306163376,3.131033553,3.374388246,3.335220134
22786,ILMN_2551840,1.729775365,1.849343544,1.76154718,1.580378522,1.734046972,1.806819685,2.084049016,1.95651511,2.136764335,1.906688881,1.914714001,2.003396571,2.056956,1.844830832,1.89875931,1.938900597,2.08311489,1.821776553,2.079199019,2.037555406,2.218404311,1.943676157,2.055778237,1.932235027
22789,ILMN_2551902,4.018015537,3.94959479,3.904472571,3.673341666,3.832354405,3.64757674,3.19268054,3.114397914,3.131814894,3.094385039,3.094142173,3.289345579,4.002032375,4.211601037,4.055933252,3.903369222,4.018978814,3.913955702,4.099688697,4.387578377,4.154307116,4.267052909,4.376946562,4.134943005
22804,ILMN_2552170,2.137266945,2.061662232,2.023700556,2.069258318,2.06539947,2.052482427,2.44815338,2.35859414,2.234246723,2.59801742,2.340391023,2.327224521,1.963974515,2.074500506,2.015714157,2.045900167,2.155946741,2.075324643,1.892707956,1.890569216,2.057149675,2.057507794,1.999576988,2.205946112
22807,ILMN_2552236,1.788668929,1.911813726,1.832481496,1.765755464,1.770621203,1.728711145,2.054426237,2.377034445,2.032553698,1.979550182,2.035711807,2.089417134,2.133955861,2.062338724,2.18442836,2.152895656,1.974689164,1.962572696,2.066014701,2.145258491,2.232299543,2.115989232,2.199964879,2.032034143
22814,ILMN_2552380,2.056210125,2.034583002,2.053837848,2.207245363,2.153082859,2.128897013,2.629125656,2.352384071,2.500174684,2.725704913,2.62683828,2.410941169,2.690982693,2.928914715,2.735920006,3.019496303,2.944880362,2.670903828,2.778418037,2.7334638,2.887199667,2.95191413,2.839310837,2.889493112
22828,ILMN_2552732,2.753876018,2.85760049,2.713785505,2.790550213,2.770581224,2.856523932,2.7187546,2.475478082,2.524605699,2.647908062,2.764999781,2.651750191,3.689152504,3.98700634,3.750824921,3.932361466,3.88575284,3.837280521,3.641605623,3.77285686,3.622432689,3.339575457,3.620233776,3.550100687
22829,ILMN_2552783,1.625095078,1.828627187,1.728826658,1.68358601,1.694753998,1.798815316,2.268009538,2.221284533,2.103600687,2.290841528,2.228165918,2.314244908,2.116343504,2.111621371,1.88630845,1.922092647,2.049454717,1.952956977,1.791546041,1.749192656,1.811868182,1.795631046,2.03202825,1.87336271
22845,ILMN_2553280,1.75883392,1.674421587,1.816934138,1.717809431,1.786157697,1.82713871,1.857519237,1.867956751,1.905863607,1.999805823,1.881941714,1.969002925,2.160752747,2.222666007,2.02084715,2.385057723,2.157080125,2.183566255,1.853408543,1.854111487,1.857057882,2.03290323,1.935554286,2.011241702
22880,ILMN_2554118,2.379838689,2.288290278,2.261957211,2.420990111,2.299889532,2.393649318,2.395525771,2.194998577,2.352765601,2.480157676,2.543978487,2.384711853,2.845468653,2.91632858,2.743627584,3.043777214,3.001757765,2.851926629,2.767230101,2.775989397,2.696514575,2.867018449,2.813813288,2.746578897
22893,ILMN_2554464,2.263909693,2.308121003,2.301786396,2.286590776,2.165786506,2.137585797,2.322950488,2.285798672,2.223085189,2.262761599,2.192677099,2.177320593,2.571231202,2.658462329,2.523995887,2.630354035,2.55087096,2.607717071,2.637399459,2.736482177,2.569418967,2.492885215,2.644459209,2.516246469
22894,ILMN_2554549,2.016378502,2.058619493,1.960130171,2.118839471,2.117412752,2.202502664,2.668892013,2.615970235,2.697770865,2.99315506,2.82211593,2.911681801,3.136405542,3.338614807,3.188096688,3.095149368,3.404820301,3.24235185,2.950085672,2.93681627,2.956627357,2.71124071,2.931152325,2.573186809
22901,ILMN_2554688,6.436034536,6.516887811,6.531389406,6.747508713,6.469922654,6.577914077,6.322434866,5.966689952,5.768293381,6.306550056,6.136673283,5.989153666,7.213122815,7.411300139,7.139313574,7.268860823,7.377668723,7.190982296,7.380103854,7.416760177,7.507762449,7.509952907,7.419947468,7.286330527
22902,ILMN_2554698,6.923702812,7.253966788,6.917857204,7.044392732,6.906447546,7.233801112,6.81831003,6.538101713,6.583767354,6.943318481,6.230832111,6.643430328,6.114601114,6.250247291,5.957638208,5.683750157,6.326983106,6.218411641,6.03400497,5.85960711,6.147953926,5.700156909,6.043123138,5.926561058
22945,ILMN_2555935,3.225761435,3.305124549,3.068538821,3.089239054,3.029423126,3.099312716,3.420875947,3.311452849,3.377013645,3.316119418,3.229996678,3.304745478,2.692472389,2.818197163,2.69520906,2.716957822,2.72488253,2.818517541,2.749640008,2.736736226,2.859666407,2.692089109,2.878746645,2.794974535
22954,ILMN_2556182,2.688200952,2.798200425,2.58727937,2.690376047,2.579991705,2.582350871,2.79038606,2.74999372,2.511258183,2.631938596,2.528617921,2.647082423,2.109023931,2.289907179,2.104632831,2.160477143,2.038571891,2.048564866,2.045638554,2.007010498,1.994833241,1.955621443,2.088595484,2.048857894
22957,ILMN_2556209,2.499566355,2.556188171,2.55100659,2.573465746,2.476043735,2.685937984,2.768216775,2.575695289,2.831212014,2.799042459,2.593423255,2.686628357,2.301209131,2.283695669,2.204039694,2.141787095,2.472877995,2.101556647,2.283725484,2.103956401,2.132442289,1.992863104,2.145705506,2.098363887
22961,ILMN_2556329,2.283560655,2.235502196,2.204467199,2.337190189,2.239236281,2.182293448,2.69433978,2.581052173,2.522035209,2.909273308,2.678369739,2.592825689,2.063103119,2.072264266,1.882082878,1.980429698,2.082187899,1.995517188,2.092090095,1.994449933,2.063218066,1.992732192,2.036837649,1.996569981
22978,ILMN_2556771,1.852115794,1.82696469,1.928859164,1.949146405,1.889638766,1.877967222,2.088979003,2.151705474,2.036954923,2.204070545,2.298583335,2.188517832,2.013528166,2.070182106,1.947273713,2.203151681,2.085523787,2.050209626,2.15674858,2.113043577,2.255617207,2.317921875,2.205855789,1.833689431
23005,ILMN_2557496,1.555615549,1.647725704,1.699176429,1.345961862,1.533333626,1.62411735,1.55156175,1.628316797,1.549998036,1.618631911,1.587709055,1.462491552,1.581048341,1.76902363,1.714992498,1.379851736,1.568213164,1.588545158,1.596886696,1.806509693,1.714131305,1.903666271,1.708638381,1.850859791
23008,ILMN_2557585,2.64115657,2.348104308,2.460533297,2.453955553,2.217160057,2.423104161,2.174679107,2.214682009,2.253267697,2.17126853,2.224332302,2.256417553,2.564475919,2.608852099,2.685100514,2.460469338,2.566444394,2.590182139,2.456547668,2.611958192,2.562242266,2.664820942,2.726454529,2.668579647
23023,ILMN_2558167,2.202645246,2.270181621,2.428562416,2.336738962,2.224950691,2.40572778,2.759689702,2.802100561,2.439148708,2.605453803,2.455946608,2.642171559,2.239494176,2.333339977,2.190678862,1.959864882,2.290780784,2.344571685,2.342717549,2.273631602,2.332535648,2.174801126,2.229142833,2.738891271
23037,ILMN_2558806,1.470606539,1.492063408,1.722818018,1.607298735,1.920975099,1.744034089,2.018849778,2.017210222,2.173977311,1.983523235,2.023012714,2.006585107,1.881830298,1.812942562,1.83923414,1.817608528,2.033328501,1.836310568,1.826810906,1.780771807,1.701179428,2.02307742,1.919919805,1.735296366
23070,ILMN_2559724,3.290971207,3.27275652,3.192980064,3.172891586,3.012202588,2.958303786,3.333819581,3.319976082,3.211655305,3.03722184,3.225806123,3.135882933,3.684720239,3.923185547,3.639662522,3.758539693,3.634006001,3.538055188,3.963669973,4.13458435,4.032430143,3.799810873,3.873530829,3.931402167
23095,ILMN_2560379,2.453443963,2.299644182,2.241415023,2.180503462,2.190032146,2.15374771,2.467614641,2.397692326,2.316210187,2.294159779,2.372562911,2.340992808,2.494467867,2.78747262,2.612056347,2.568197314,2.465044395,2.423784783,2.578542968,2.593436928,2.607326524,2.636049045,2.978058991,2.723845948
23110,ILMN_2560804,2.561799793,2.479271173,2.42301107,2.4932337,2.527177494,2.831920278,2.962615811,2.917848182,2.789179896,2.686050358,2.804504898,2.849686624,3.038131153,3.198356421,3.244937332,3.088954467,3.328706485,3.267277895,3.29293274,3.241624565,3.306008651,3.140103839,3.260915177,3.268912375
23121,ILMN_2561062,2.660781831,2.38207847,2.415878963,2.417531575,2.529126108,2.429887881,1.912802296,2.068597916,1.926542789,2.051632211,2.092545035,1.928573925,2.828266256,2.933817182,2.709205886,2.89929251,2.815339658,2.778043638,3.098813634,3.173121924,3.007180013,3.139760143,3.136470405,2.982925346
23150,ILMN_2562032,3.980981239,4.143649164,3.998193669,4.157034992,4.110936709,4.146746028,4.504104164,4.3674066,4.287179547,4.480279235,4.334491807,4.241299474,4.87938533,5.063017034,4.910968204,4.904389436,4.917688738,4.792800962,5.415673887,5.628873549,5.62870128,5.46918917,5.36668411,5.348267784
23155,ILMN_2562109,4.436111054,4.595267146,4.531514279,4.607101672,4.188145637,4.552973168,4.745408292,4.904048151,4.560456971,4.891474901,4.518237225,4.777259461,5.602971946,5.912215595,5.59101926,5.465436092,6.212893888,5.888233552,5.598865692,5.393865526,5.783593618,5.150661102,5.501808162,4.844632103
23166,ILMN_2562602,2.149507531,2.18660573,2.299341519,1.992503586,2.085028061,2.268443559,2.455844855,2.319509942,2.266484557,2.233549996,2.320652117,2.385242076,2.540087297,2.740184351,2.315699028,2.408496724,2.611920409,2.621192449,2.422891094,2.518962804,2.506277439,2.209016712,2.486200485,2.620553381
23170,ILMN_2562742,3.500718123,3.489752087,3.516488766,3.417716822,3.229259418,3.443562213,3.980436009,4.045158126,3.911821856,3.764051399,3.558211664,3.975137776,2.931384471,3.079839417,2.839109505,2.827570381,2.843053465,2.9824436,2.855692019,2.908183146,2.941672534,2.628321186,2.77221178,2.785366027
23173,ILMN_2562831,1.484608018,1.68133765,1.660181691,1.488190724,1.871772551,1.783599303,2.1570048,2.139932692,2.300371026,2.077275019,2.108718458,2.171322793,2.222855489,2.392124562,2.3675377,2.301098279,2.404010488,2.346268056,2.53953744,2.36056864,2.555072014,2.350018853,2.547533285,2.692785468
23200,ILMN_2563716,2.518128416,2.483052175,2.231288195,2.248908581,2.386081312,2.350797185,2.580826965,2.563617131,2.527533777,2.481928863,2.557685311,2.510837302,2.824392975,3.144970467,2.886089838,3.217147527,3.082302701,2.866010752,2.783703025,2.901441814,2.881663281,2.880967164,2.963310751,2.823916183
23201,ILMN_2563765,4.122319804,4.080660416,4.112011209,4.446899255,4.148939988,4.170754211,4.218772926,4.156545578,4.11165128,4.150359553,4.190530434,3.997967461,3.202185358,3.26045602,3.040271682,3.132741991,3.165922822,3.109752365,2.961731933,2.953491839,3.016333855,3.033140668,2.932469017,2.651428253
23202,ILMN_2563774,3.516485283,3.526241661,3.429367209,3.201690186,3.24565172,3.5453534,3.274367087,3.262324701,3.17203711,3.181996154,3.213093792,3.280132164,4.11948656,4.289528057,4.212326967,4.142851201,4.304876476,4.130103075,4.169372717,4.363377788,4.19236953,3.874743582,4.245794909,4.019341687
23204,ILMN_2563847,3.26332848,3.313387756,3.089414534,3.33989592,3.499118654,3.123490678,3.511448894,3.067393863,3.166128963,3.442968667,3.338276122,3.233001263,3.871301075,3.947327686,3.68909255,3.931181403,3.715590752,3.7499979,3.792214646,3.785346947,3.734173108,3.796971667,3.741695875,3.751368275
23225,ILMN_2564279,1.871765508,1.960083106,1.994438474,1.950973293,1.903602958,1.92554084,2.300345107,2.266511438,2.259796331,2.264686,2.241779544,2.090370463,2.203194843,2.231595192,2.27676053,2.212311347,2.179601074,2.237910037,2.508622328,2.277202932,2.397812067,2.346177317,2.253559274,2.339170006
23233,ILMN_2564539,3.201302479,3.169250251,3.093483847,3.058038492,3.081413435,3.162479783,3.338615845,3.232764744,3.131133173,3.179551753,3.209130303,3.132687225,3.907923013,4.257963654,3.921648003,4.025580423,4.136299146,4.03415841,4.078140346,4.477603134,4.364673592,4.120272798,4.348443191,4.188325718
23234,ILMN_2564564,2.515578997,2.375695192,2.456217432,2.528107031,2.519156604,2.525316995,2.480456931,2.470789794,2.487517854,2.688456251,2.573429528,2.49507407,2.8603714,2.997937556,2.907330579,2.997671008,2.948609173,2.885904316,3.043600217,3.058984845,3.023146188,2.92296088,3.174040963,2.625473252
23243,ILMN_2564840,2.716318585,2.872577083,2.797208699,2.714673189,2.675530389,2.988465729,3.188601879,3.038683461,3.199865861,2.944665622,3.172022445,3.342091752,3.259366927,3.346143178,3.192836123,3.006051924,3.319826097,3.166859884,3.184508637,3.445493878,3.472706988,3.047114683,3.454024098,3.362517173
23253,ILMN_2565096,2.83620339,2.765874435,2.593260475,2.805277228,2.783933572,2.597203146,3.274467772,3.116837168,3.24632202,3.383554284,3.267318708,3.169459933,2.736036853,2.861266462,2.692662544,2.936119274,2.691902274,2.804130885,2.59734637,2.765548761,2.787383313,2.723197334,2.829984382,2.648826264
23254,ILMN_2565117,1.638718226,1.920565499,1.91806084,1.618171282,1.615500985,1.675908668,1.824035679,1.603355669,1.897288132,1.630137016,1.62683109,1.752882592,1.836966248,1.872798885,1.900737818,1.795368002,1.736011142,1.775273164,2.019432161,1.961602446,1.979190866,1.874057336,1.814981214,2.007801724
23257,ILMN_2565235,1.759680428,1.630372993,1.742136487,1.846911544,1.748249736,1.737008753,1.878217788,1.701401962,1.861755953,1.912480057,1.872312268,2.023684361,1.800097803,1.789692872,1.777053938,1.861836089,1.832268694,1.860530579,2.111711087,2.036440824,2.039116167,2.083997259,2.069561483,2.030012558
23258,ILMN_2565243,2.092729703,1.943623251,1.993355398,1.885527129,1.822402841,1.998920115,2.140313455,2.179919415,2.072951822,2.171706588,2.150956156,2.069026521,2.446550144,2.615104303,2.473361499,2.354704246,2.447952669,2.598418653,2.521987543,2.836356138,2.647223848,2.652529073,2.605418521,2.533396864
23259,ILMN_2565252,4.780406575,4.918001049,4.791798679,4.757434869,4.488410194,4.806736927,5.497536445,5.31200546,5.286677716,5.230076621,4.994634429,5.41229922,4.11426596,4.415400053,4.146158413,4.153831546,4.381451289,4.146291808,4.191939627,4.579129205,4.339658742,4.149786113,4.391702581,4.249365044
23277,ILMN_2565748,2.106654511,2.155023233,1.993336115,1.901723755,1.996313398,2.082950995,2.573929999,2.238801642,2.352202592,2.157785463,2.089023016,2.214042115,2.410538281,2.443201638,2.259546347,2.396203303,2.116640782,2.30990644,2.526600871,2.444006765,2.426139935,2.329466084,2.413343724,2.462159093
23281,ILMN_2565850,2.018261234,1.960780707,2.108696724,1.981161189,1.8981414,2.238717695,2.539246966,2.528131734,2.518635914,2.507575436,2.311512153,2.376318892,2.141006851,2.484030679,2.263761337,2.274914191,2.233534439,2.234487894,2.039320621,2.130609109,2.109695362,1.953307384,2.213456871,2.089267975
23297,ILMN_2566321,2.412057931,2.435188536,2.434937561,2.205049315,2.268910874,2.30261409,2.49013518,2.413999461,2.279476801,2.335983443,2.352901017,2.477789424,2.926375506,3.117091811,2.697351237,3.148790854,2.944280274,2.888315831,3.060364435,2.93750317,3.061003458,2.90628301,2.964228082,2.996097659
23300,ILMN_2566425,2.503537041,2.376339102,2.390640244,2.296005929,2.464283453,2.282012047,2.909598956,2.847767006,2.822601276,2.871210858,2.784895622,2.808973078,3.140821656,3.405274824,3.152467673,3.13578254,3.164194144,3.247850144,3.497941676,3.735372027,3.599975016,3.558912262,3.841324232,3.429406107
23307,ILMN_2566545,1.948693711,1.883515481,2.006897247,1.849029404,1.938765161,1.786821226,2.425596868,2.251800744,2.159636492,2.267985409,2.135545452,2.282907503,2.209722771,2.371359977,2.415792205,2.210752806,2.241475984,2.306300176,2.508406432,2.432395096,2.578973127,2.457384508,2.347278635,2.387022874
23310,ILMN_2566616,2.395273775,2.347307126,2.210256829,2.036819721,2.277916394,2.088968485,2.307877567,2.200881178,2.310995493,2.223883782,2.344918157,2.253698306,1.989983624,2.083267681,1.961163753,2.109395728,1.814471725,1.931823542,1.866780636,1.719034751,1.906555941,1.770970022,1.864786851,1.783504784
23311,ILMN_2566658,2.409027756,2.410599716,2.368905736,2.232511791,2.392700414,2.318085664,2.554661832,2.588039053,2.573782698,2.335990918,2.527453714,2.426109307,1.892455999,2.05797283,1.908771594,1.904387858,2.068932987,1.843258339,1.849018461,1.927787804,1.84133203,1.876281071,1.861891686,1.9180527
23321,ILMN_2566979,1.374998654,1.529477885,1.616883436,1.420699341,1.469995684,1.531142922,1.671529894,1.890457046,1.662543453,1.765286548,1.727652302,1.841373744,1.805792893,1.870153659,1.804848196,1.803542213,1.629211019,1.708236313,1.937510329,1.912288976,1.86318511,1.876975507,1.856330655,1.815228529
23332,ILMN_2567234,1.976314716,2.165817501,2.169247789,2.125432287,1.85255256,1.964395253,2.306990438,2.271356664,2.463634526,2.367288672,2.146104206,2.249437997,2.387532434,2.450186179,2.438237093,2.122607713,2.330574398,2.174995577,2.506313216,2.430566606,2.535923531,2.352281019,2.366713188,2.396910006
23337,ILMN_2567349,2.214234455,2.277234796,2.283486019,2.254697559,2.185893402,2.312915465,1.984876378,1.935947171,2.064750921,1.999084392,2.030828413,1.991021162,2.459526749,2.567925784,2.471143605,2.531869046,2.544712703,2.56073397,2.483936003,2.460244105,2.400528687,2.386717804,2.537622693,2.435891848
23349,ILMN_2567735,2.352068627,2.408756485,2.511909041,2.333375157,2.249436175,2.590564656,2.658653427,2.832369261,2.618957193,2.563862238,2.496690272,2.535406617,2.348604104,2.242587116,2.334822199,2.137040526,2.334484918,2.209588992,2.203836945,2.456055192,2.095106761,2.145771568,2.194637955,2.183055039
23358,ILMN_2567940,2.772425499,2.665216098,2.603899015,2.630762684,2.827282101,2.573582977,3.124895654,2.903811934,3.037176682,3.214302294,3.148371226,3.079432386,2.262813741,2.32298438,2.174863891,2.419183267,2.364019911,2.274578049,2.167161636,2.167900225,2.158441805,2.414410189,2.222240319,2.20832771
23360,ILMN_2567962,1.938284373,1.875824479,2.037133717,1.810456727,1.895036949,1.947777064,2.963270386,3.082116318,2.912580957,3.057978665,2.826504696,3.018546194,2.222849645,2.249186521,2.314468392,2.053667834,2.212537991,2.120844158,2.016195038,2.131916664,2.166382955,2.05485847,2.094631091,1.99425585
23362,ILMN_2568028,2.161649487,2.094108297,2.315772791,2.11886114,2.144894421,2.108015461,2.93926192,2.895744187,2.956301827,2.928211106,3.026912345,2.896903561,2.909885736,3.061331299,2.911085793,3.028939037,2.909186117,3.029137004,2.83960316,2.905066369,2.8930032,2.811471707,2.91085707,2.838613376
23376,ILMN_2568397,2.261122525,2.101861412,2.134419781,1.96805528,2.094928294,2.031942293,2.656261928,2.612271832,2.634112335,2.714428788,2.578709437,2.770478549,2.53412936,2.552754789,2.38753166,2.566082609,2.40015633,2.537873592,2.755889498,2.58791169,2.527328951,2.43282294,2.672406964,2.367862029
23377,ILMN_2568407,1.549375786,1.63554999,1.564712917,1.591682178,1.560427797,1.583422338,1.460967014,1.521861745,1.435612458,1.689416932,1.508215697,1.603843019,1.905174257,1.791838092,1.773261835,1.817128032,1.901263478,1.703462724,1.624175771,1.728153769,1.66022566,1.771176596,1.668488362,1.802152389
23383,ILMN_2568516,2.06540727,1.981748041,2.111215687,2.082227361,2.157767656,2.137382146,1.633803346,1.654423663,1.63156274,1.699450673,1.737653709,1.72737828,2.494338118,2.712906778,2.455308245,2.850416939,2.723714867,2.549002656,2.511085981,2.62720849,2.586008745,2.569642151,2.517751583,2.469293606
23406,ILMN_2569290,2.133831009,2.107890028,2.048739026,1.860268515,2.126965238,2.102891512,2.405108144,2.325951197,2.488641559,2.185412877,2.316943059,2.47553829,2.250666335,2.198790018,2.226191296,2.231725933,2.143347097,2.224487195,2.317835765,2.524407336,2.487825637,2.284880958,2.322466123,2.487266522
23422,ILMN_2569706,2.200613514,2.202483443,2.089379988,2.103907017,2.04747646,2.270820233,2.478906681,2.100255797,2.114806229,2.239333862,2.301925058,2.348617968,2.493134963,2.557523468,2.317673635,2.505628333,2.605238587,2.383868488,2.369521565,2.557319457,2.30489032,2.374216256,2.497233769,2.462455002
23438,ILMN_2570121,1.96665806,1.84285182,1.808491088,1.782526921,1.929668798,1.845017691,1.728783045,1.79538348,1.83891854,1.754100819,1.717699724,1.721239244,2.076226608,2.104033337,2.122653967,1.973340405,2.07570387,1.847313451,2.02825663,1.958525453,1.796305638,1.832595472,1.906662562,2.229788355
23457,ILMN_2570699,2.404811762,2.466666496,2.235409013,2.243697004,2.23784621,2.386855197,2.959792705,2.864311992,3.091242202,2.856667892,2.659351674,2.9742433,2.500287781,2.338474803,2.274117311,2.414488367,2.535893718,2.474603064,2.409433634,2.392512628,2.350433785,2.379512326,2.378679739,2.440510965
23464,ILMN_2570785,2.11079855,2.189179188,2.449381553,1.96319838,2.218003935,2.121955598,2.422111188,2.545867941,2.665499406,2.080046131,2.300059342,2.467236039,2.484085023,2.67199231,2.645496029,2.250167553,2.641951243,2.679707367,2.715575787,2.614064789,2.544844423,2.341014034,2.722077859,2.506693701
23498,ILMN_2571683,6.087407306,6.084690179,6.042719209,6.163315628,6.00276115,6.183078396,7.042954978,6.798892337,6.881707472,6.818203555,6.547291889,6.984812078,5.567794044,5.841263921,5.531086092,5.597403156,5.763897942,5.604664145,5.666517182,5.863082521,5.743672121,5.683161537,5.714966963,5.758494064
23507,ILMN_2571934,3.193053273,3.061533636,3.153088505,3.147607079,3.193117227,3.334744219,3.746185377,3.761088353,3.835427482,3.876428687,3.791925519,3.760281205,2.961270428,3.096698955,2.918359182,3.095718079,3.272350654,3.10628404,3.226677163,3.165735899,3.044278164,3.290697844,3.252090706,3.51003493
23514,ILMN_2572136,1.689799266,1.625109688,1.764315365,1.711955569,1.753368298,1.7577317,1.930028957,2.070497895,1.961087479,1.908147152,1.959866051,1.948290751,2.093918442,2.027687312,2.085081773,2.115210133,1.996975007,2.123511091,1.900044549,1.950152549,2.111777466,1.985481396,1.827003365,2.06336064
23523,ILMN_2572293,2.031766292,1.977264559,1.998545323,2.193514624,2.095303749,1.939424169,1.832338842,2.158443105,2.0118726,2.404831168,2.142747198,2.138357317,2.143577594,2.116968266,2.068988843,2.361345772,2.342183466,2.118987242,2.532949762,2.622075545,2.663363976,2.809770023,2.606885104,1.746182788
23530,ILMN_2572489,2.867174419,2.956382144,2.940166527,3.136791946,2.912634707,3.041797858,3.495899172,3.539427511,3.549612118,3.675030001,3.390289416,3.556853725,2.748031238,2.879372054,2.801306936,2.798837892,2.927423609,2.991992088,2.716807923,2.838103445,2.759221402,2.714113836,2.702873452,2.689740466
23539,ILMN_2572663,1.85008415,1.672745256,1.761344638,1.722659773,1.77244622,1.834688324,1.895811662,1.690398047,1.710090711,1.644844267,1.714404769,1.921471263,2.06970513,2.124728782,2.023723144,2.034369591,2.185842002,2.020020761,2.046146963,2.112961985,2.105772149,2.003647042,1.952682156,2.159998138
23545,ILMN_2572849,3.4045229,3.54709397,3.373258569,3.481349581,3.352682698,3.422405459,2.811002003,2.618906703,2.776506538,2.744737093,2.636283811,2.775716834,2.907336008,3.121985516,3.035571091,3.014610097,3.026333583,2.89029287,2.776226122,2.962235966,2.941623968,2.886052419,2.822044582,2.736979009
23546,ILMN_2572864,2.160689115,2.223943497,2.245214575,2.336667539,2.278177806,2.116195373,1.674694278,1.499593648,1.713167612,1.782359682,1.779293969,1.64432548,1.788985233,1.769330723,1.761344932,1.886837036,1.755077401,1.731535828,1.94509707,1.895938896,2.067541112,2.180846435,2.023129285,1.900766817
23552,ILMN_2572969,1.941204182,1.830197466,1.95301137,1.848390496,1.964346205,1.702656498,2.17156783,2.313772836,1.892184238,2.302457692,2.239447115,1.996497629,1.951377587,2.107470663,1.997058955,2.386644442,1.796183303,1.811229169,2.071421792,2.061334114,2.064199834,2.118804354,2.113729164,1.973819695
23563,ILMN_2573260,2.004336039,2.023789486,2.132802411,2.110939924,2.073395629,2.152707313,2.531160401,2.565428797,2.473092997,2.609966901,2.597566593,2.579618866,2.330151141,2.476488073,2.418146112,2.396407381,2.303373925,2.256468008,2.517569449,2.541925655,2.417523717,2.5707125,2.556100566,2.496111622
23576,ILMN_2573616,2.882832473,2.927558265,2.812644529,2.544921268,2.750667474,2.829316625,3.093025304,2.874109849,3.018815993,3.019779051,2.873009746,2.983657364,3.091368087,3.342053933,3.267307406,3.21970318,3.130191792,3.131280756,3.345848478,3.281798102,3.390313633,3.234214311,3.446128701,3.36869543
23584,ILMN_2573801,1.995305559,2.213201435,1.945991781,1.955208178,1.888642843,1.986323874,2.43887863,2.439242201,2.389571739,2.218519529,1.965128193,2.244790056,2.402726018,2.333605199,2.31459821,2.261030043,2.397234917,2.340876034,2.458972638,2.441881344,2.27293918,2.272077891,2.351543258,2.498732699
