probe,0,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
0,ILMN_1212602,1.907304471,1.968823708,2.006598729,1.934782533,1.810802213,1.908161145,1.740356008,1.751392511,1.86740011,1.831677979,1.879133896,1.90289718,3.477526662,3.703879799,3.359558594,3.718768392,3.634543319,3.559088574,4.364459455,4.566874474,4.425301755,4.392545318,4.502825003,4.301967339
4,ILMN_1212612,1.480678533,1.565527103,1.529010732,1.391917759,1.512100579,1.425027741,1.50116858,1.269004106,1.398815328,1.445677299,1.606757273,1.398331382,1.557139204,1.708945576,1.506780897,1.761229632,1.499326101,1.794959902,1.672988409,1.660486639,1.51268606,1.592770176,1.50455412,1.475941648
6,ILMN_1212619,3.181750389,3.414286582,2.97593863,3.238445245,3.325737979,3.111451168,2.748400956,2.486183951,2.712872206,2.815963165,2.794061309,2.70294737,2.60311224,2.654882208,2.435083113,2.870528613,2.660756953,2.408576191,2.641021387,2.756133111,2.679247865,2.825027388,2.791002102,2.62370259
9,ILMN_1212626,4.393986997,4.608721209,4.287542884,4.302626021,4.21778286,4.4553433,4.527406146,4.212102692,4.001120325,4.388228706,4.420863781,4.251895607,3.832146253,4.090441935,3.854433276,3.480521639,3.901141565,3.857458326,3.744038719,3.903301737,3.962143328,3.621893628,3.842305243,3.745175524
12,ILMN_1212633,2.883532861,2.880759085,2.661109433,2.936300228,2.613135372,2.911679781,3.434413569,3.401128558,3.424397141,3.38737025,3.056505745,3.476724071,3.334707386,3.433190336,3.344706963,3.249993724,3.518263197,3.520710484,3.376670517,3.459701818,3.616411763,3.1383761,3.533768812,3.397756668
16,ILMN_1212639,1.703962066,1.793138935,1.826722091,1.770345133,1.761261645,1.781135618,1.954200914,2.092818681,2.022175796,2.084577433,1.988362339,2.132127206,1.744274748,1.801712279,1.86553384,1.893002139,2.095346685,1.898621249,1.845928482,1.69066472,1.675967278,1.771618324,1.705813673,1.688581454
18,ILMN_1212645,3.362995545,3.185179987,3.120461309,3.469816309,3.510329567,3.209055507,3.276972609,3.185321085,2.977072443,3.414034776,3.306972145,3.095854132,2.552856267,2.548418087,2.250594195,2.692216405,2.246921357,2.494974726,2.123701356,2.177262303,2.083141138,2.462143828,2.129557921,2.028944432
20,ILMN_1212648,3.127748696,3.17407904,3.147511738,3.131777733,3.216560576,3.098056906,3.651644576,3.565994875,3.407817316,3.76796155,3.497959855,3.454584822,3.721581188,3.760645365,3.615519299,4.090053666,3.678124157,3.653760218,3.883126883,3.762505214,4.007632459,4.018813392,3.848942671,3.755440916
28,ILMN_1212667,2.202655826,2.284905747,2.177219815,2.042970227,1.979667963,2.203931063,2.208992807,2.314683632,2.297769796,2.087007187,1.860691342,2.196970657,2.505905654,2.53684329,2.706156307,2.255501999,2.592319151,2.363271953,2.596584694,2.672001891,2.717870739,2.262122169,2.518074282,2.496053078
32,ILMN_1212672,3.525512032,3.670227712,3.64952504,3.736176611,3.651455968,3.677650896,4.412307152,4.307074559,4.387116633,4.587288992,4.318710639,4.20612875,3.375948064,3.48807261,3.319437943,3.347062242,3.501830653,3.417172393,3.216037219,3.338135773,3.336968475,3.225933731,3.076959064,3.081641348
34,ILMN_1212682,3.116742475,3.046948828,3.037263066,2.973337757,2.861400424,2.960786304,2.550747842,2.799819272,2.583896696,2.769047558,2.51831665,2.602539255,2.556000312,2.56044473,2.541688018,2.383813128,2.484613588,2.641921548,2.317808733,2.351320498,2.296107587,2.685531158,2.391511729,2.367964002
40,ILMN_1212692,2.124334184,2.150539483,2.070486742,1.975308777,2.191863627,2.086239861,1.76988077,1.752667059,1.682901339,1.697149029,1.702543321,1.706687101,1.709514915,1.577080012,1.762136656,1.746638307,1.851725102,1.839800759,1.666047669,1.534687946,1.617314764,1.745327318,1.801503681,1.790460292
41,ILMN_1212693,3.911795805,3.828123019,3.625112894,3.929101994,3.863422815,3.695718236,3.178454879,3.006388457,2.911172902,3.168813102,3.115283015,2.923707708,4.089740691,4.213474739,4.135047999,4.188308567,4.279894891,4.148408966,4.135573953,4.430579143,4.237516294,4.408026795,4.310851095,4.396578286
42,ILMN_1212695,4.074112096,4.037292516,4.031712497,4.171755501,4.154542994,3.968506036,4.853062937,4.680656716,4.653679149,4.961567051,4.822583257,4.772570156,2.265802911,2.412957033,2.237552271,2.397226712,2.289537884,2.383892506,2.175594358,2.319603,2.151700979,2.029327985,2.158698067,2.155017341
44,ILMN_1212702,3.913753745,3.830088339,3.902099299,3.867370512,3.960664674,3.728673538,2.139340132,1.966024542,1.967536685,2.146740498,2.12468071,2.011221023,2.07495808,2.097222978,2.135213202,2.143460024,2.172340846,2.075205652,3.257926061,3.277341122,3.325738588,3.47782736,3.297228968,3.201062598
45,ILMN_1212703,2.448600503,2.388293307,2.469344864,2.449265127,2.182246901,2.620428747,2.465624129,2.450113462,2.504443381,2.549186951,2.178355302,2.601811679,2.870841449,2.863779868,2.76586081,2.795008088,2.655430576,2.658781295,2.741474834,2.823822877,2.868809147,2.594458515,2.669278427,2.71899539
51,ILMN_1212717,2.950370623,3.010146093,2.722937714,2.983809243,2.913315395,3.04839717,3.34044635,3.411749092,3.390402972,3.401773544,3.449759458,3.472478298,3.648835415,4.123981436,3.748747536,3.977171626,4.020795191,3.787882317,4.425028013,4.550900704,4.46155735,4.396553813,4.46612118,4.346900674
60,ILMN_1212745,1.83491398,1.771890063,1.958563046,1.813420111,1.825884494,1.853432374,1.747158781,1.803662393,1.643299773,1.700938232,1.641469639,1.826042692,1.748005245,1.974748224,1.858596416,1.676586593,1.82204593,1.87024752,1.828406378,2.019097905,1.854522678,2.068778878,2.054618601,2.20435246
66,ILMN_1212768,3.927983571,3.840560163,3.784747558,4.167904214,3.888867974,4.229629371,5.085704464,4.9199333,4.926264164,5.066046493,4.89246053,4.885917509,4.105490534,4.122271644,3.954236001,4.15213827,4.193705225,4.107814963,4.426635657,4.308157592,4.443030771,4.531457167,4.433055961,4.493724932
80,ILMN_1212809,2.686483857,2.761238051,2.411457882,2.620540796,2.459349303,2.589586373,2.605023477,2.52424524,2.526146327,2.663808199,2.525383194,2.404321837,2.288727855,2.335138931,2.22138727,2.245843387,2.385323904,2.298695985,2.139096832,2.223394973,2.018038732,2.20071852,2.187731889,2.219123429
81,ILMN_1212812,2.551485514,2.815985308,2.618940359,3.002233577,2.801844678,2.690762417,2.191162331,2.145367529,2.057882468,2.269641234,2.147987998,2.19443006,2.658394973,2.637843431,2.521988528,2.638544172,2.589349454,2.53375956,2.473929281,2.480566385,2.521335825,2.602535688,2.52633475,2.376100598
88,ILMN_1212835,2.336009315,2.453852151,2.248961747,2.572942098,2.561941043,2.552891208,3.292108433,3.185845311,3.060922297,3.238421234,3.29715682,3.092692549,2.666592266,2.731271848,2.503604763,2.763587618,2.941225613,2.853451861,2.927815741,2.879182869,3.094755869,3.204936936,2.830445984,2.899697892
89,ILMN_1212836,1.947175169,2.141962151,2.030432771,2.130684694,2.150076634,2.166176576,2.328859046,2.144706385,2.267485121,2.478095959,2.537817498,2.357541574,2.424763324,2.416535575,2.318206791,2.884944509,2.486318844,2.502761111,2.572871248,2.326914869,2.593927691,2.655289334,2.396427632,2.509334615
92,ILMN_1212842,1.600566237,1.489221515,1.635472614,1.815110915,1.745711656,1.737590697,1.808199729,1.731605928,1.789012536,1.928960312,2.018586902,1.906762803,1.864044189,2.026057202,2.008015048,2.063268253,2.160916585,1.950903156,1.995063896,1.946536327,1.968190406,2.067287452,2.013311607,2.191711181
95,ILMN_1212849,2.008234667,1.904256905,1.962327447,2.107614608,2.108717133,1.99793644,2.309002829,2.245293846,2.295961658,2.440925035,2.531996312,2.340863236,1.973225492,1.884069555,1.850323466,2.020188674,1.962558372,1.921130676,1.993748648,1.909198844,1.933285334,2.193724505,2.037026183,2.033517277
129,ILMN_1212938,5.428161078,5.336585792,5.251223066,5.200087849,5.358271614,5.248736175,6.677570497,6.523774303,6.641990273,6.595649483,6.547353107,6.559922454,7.63564116,7.873111015,7.432342785,7.658020914,7.740503745,7.684594145,6.704208931,7.15498324,6.765518546,6.766008456,7.044340874,6.717802353
133,ILMN_1212946,1.370497492,1.507706097,1.518721207,1.502939888,1.522370206,1.455677765,1.495368655,1.452772248,1.501836761,1.472728597,1.418138172,1.497909503,1.5355198,1.710375302,1.655954356,1.688973439,1.554690422,1.592888011,1.630058065,1.61257108,1.746962095,1.876714879,1.709400911,1.685269871
134,ILMN_1212949,2.072608154,1.533380032,1.975122765,2.225895395,2.23407694,2.315979932,2.199441497,2.426210601,2.276099422,2.503976506,2.388839157,2.331530949,2.32743491,2.437839134,2.463312545,2.704609861,2.489506513,2.468512582,2.109808871,2.467719317,2.43302469,2.437645545,2.560375222,2.515374819
137,ILMN_1212958,2.994225861,2.953670992,2.889044305,2.742960302,2.655065437,2.726197302,3.150150729,2.914005974,3.12417991,3.020833035,2.893371391,3.074237947,2.775429676,2.904256471,2.623669705,2.548252423,2.545453458,2.556991171,2.704974867,2.732562724,2.706709176,2.333842737,2.513428541,2.860664634
155,ILMN_1212997,2.202271724,2.100294149,2.126110292,2.079503322,2.268660361,2.104421966,2.646878214,2.461918005,2.351998621,2.474324646,2.518137141,2.531709879,1.897306969,1.912735508,2.062335124,1.993380094,1.865258351,2.09373181,1.92161282,1.975075923,1.931496386,1.962599931,1.824898719,1.907099098
161,ILMN_1213014,4.523833074,4.485116907,4.367906221,4.626398698,4.559183212,4.527177329,5.718571605,5.501101903,5.520065496,5.680344039,5.539669076,5.587689437,4.62043986,4.829591147,4.662070053,4.873330943,4.684174954,4.60116064,4.833574383,4.745131077,4.747185028,4.983764228,4.821669315,4.85804341
162,ILMN_1213020,6.510448442,6.627486146,6.433523646,6.291224558,6.350757439,6.821398008,5.964333187,5.538257697,5.485494743,5.750285229,5.42056598,5.729239697,7.005998976,7.454951151,6.886768073,6.867575765,7.236002451,7.20177194,6.842595155,7.012603559,6.936299009,6.589905724,7.197006914,6.659904198
166,ILMN_1213030,4.565249186,4.420975911,4.293120042,4.443261054,4.563217744,4.408796587,4.026798641,3.832868266,3.899768297,4.048697827,4.044677871,3.955988236,3.743457378,3.941568234,3.692818135,3.913572528,3.845633887,3.685630929,3.508376993,3.720924522,3.617468254,3.815658325,3.662831899,3.404773192
167,ILMN_1213034,2.160456003,2.043064424,1.98816125,2.128728789,2.018523413,2.08664385,2.345630581,2.14845592,2.159650135,2.329178752,2.181096232,2.297246496,2.365205734,2.41014048,2.390491552,2.583163174,2.549121931,2.530291613,2.482735554,2.47325382,2.467106887,2.538020018,2.47320915,2.409808675
175,ILMN_1213053,2.193481433,2.277458605,2.101063005,2.355240996,2.323928575,2.144953423,2.45835785,2.578726144,2.072174055,2.546816611,2.502433686,2.230095075,2.72107336,2.672692495,2.592495317,2.906344026,2.71854289,2.648616678,2.902383161,2.735535002,2.92626231,2.921181348,3.107276595,2.719978712
180,ILMN_1213068,2.349776484,2.65075208,2.341316478,2.48969108,2.489748844,2.492823516,2.165719414,1.905396356,1.887494788,2.045197012,2.165885661,1.940223835,2.257865519,2.246644148,1.990191592,2.244404015,2.231112926,2.201739108,2.214234064,2.309112977,2.254996523,2.085075863,2.190276979,2.146870667
182,ILMN_1213072,1.781059028,1.631941184,1.66828574,1.684608217,1.927408544,1.638247017,2.326910891,2.435607554,2.304210614,2.605960483,2.47999427,2.243040048,1.790997858,1.680818218,1.855199789,1.895279644,1.710174332,1.743829781,1.883318999,1.729295844,1.842709756,1.940896414,2.010894039,1.939804994
186,ILMN_1213090,2.811362756,2.838395025,2.887361666,2.717183286,2.604684494,2.839707429,2.817133832,3.174083896,2.756049909,2.552997505,2.510202867,2.649150873,2.554313504,2.963449689,2.476074191,2.354921091,2.419732437,2.531425449,2.578319929,2.428835008,2.534138689,2.330613224,2.401497693,2.403502024
192,ILMN_1213103,1.420359999,1.353928771,1.47872561,1.321171455,1.477228951,1.350189141,1.356808221,1.305965598,1.466075472,1.302178659,1.519040294,1.407388135,1.576089106,1.254583666,1.503130537,1.461351566,1.46907557,1.35349257,1.648503501,1.4714139,1.477477643,1.570377406,1.593639062,1.567671747
210,ILMN_1213138,3.420794366,3.403386139,3.306740027,3.150259224,3.074493417,3.338084962,4.557620051,4.323376561,4.460854688,4.436644442,3.999686293,4.540953297,3.024987381,3.255853859,3.177733747,2.907707484,3.123126075,3.116218769,2.553441142,2.539045561,2.748147028,2.316525815,2.622101499,2.536900253
217,ILMN_1213149,6.013408814,5.971867845,6.057237751,6.011270628,5.881002838,6.014242274,6.11139807,5.949277864,5.90868361,5.991191973,5.754571666,5.983578167,6.967637732,7.166294316,7.048441405,6.764967035,7.001058979,6.996451131,7.241152944,7.458942061,7.474216863,7.141664915,7.190814782,7.11682777
218,ILMN_1213156,1.88780185,1.76951895,2.015196351,1.850067953,2.065307271,1.85963793,1.92208928,2.057023692,1.981976923,2.116557089,2.002055821,2.016196307,2.252562535,2.377709208,2.240547988,2.405085374,2.187894306,2.1735171,2.467852596,2.476373582,2.726513888,2.475023988,2.555240639,2.393328146
222,ILMN_1213167,4.78874277,4.938511136,4.758226167,4.856514426,4.844538965,5.086836221,6.434287906,6.195142547,6.382923672,6.254117709,6.024043064,6.334245478,5.515031872,5.639145219,5.333987532,5.455200196,5.646167142,5.531285463,5.612597494,5.60899759,5.482135643,5.616418116,5.531447921,5.686190442
223,ILMN_1213174,2.229083214,2.320559007,2.344437006,2.214583158,2.281243018,2.167401127,2.623439826,2.597829627,2.544389977,2.471794905,2.261047995,2.503513033,2.150720682,2.165167957,2.177634509,2.101130175,2.05384274,2.046842382,2.223916692,2.217536783,2.230783086,2.137863575,2.134917334,2.168469621
225,ILMN_1213186,2.552198128,2.576768856,2.535287384,2.170426207,2.327886727,2.39207891,3.051858828,3.177791358,3.01496621,2.697275283,2.512957659,2.775060375,2.408808044,2.75676417,2.613631954,2.297856454,2.452503136,2.395262816,2.545269536,2.666323789,2.628861159,2.246427416,2.501102618,2.414791639
226,ILMN_1213191,4.957964307,4.943589783,4.701298393,4.756369289,4.843145702,4.82508927,5.695933907,5.643571998,5.614492083,5.621211752,5.491527269,5.629372088,3.223581489,3.414557275,3.156920621,3.036966017,3.286012781,3.253940274,2.803224086,2.697573036,2.836307132,2.58640395,2.536720197,2.68201489
229,ILMN_1213202,1.665315886,1.519002778,1.726933497,1.73394079,1.757630235,1.81467569,2.190667655,2.100231484,1.976548907,2.264974327,2.111538202,2.016262639,2.172471606,2.21686238,1.956018846,2.135695838,2.07349739,2.114928993,2.35948401,2.382930965,2.419479948,2.214214497,2.393298479,2.214627614
244,ILMN_1213257,2.021925808,2.008276767,2.197677556,2.171754418,2.186365826,2.07188924,2.136098692,2.161721526,2.021632917,2.16709793,1.965353261,1.988294436,1.742139559,1.903846908,1.921519949,1.89230021,1.75455714,2.055668605,1.783798042,1.838699039,1.814149116,1.812365729,1.833449861,1.745906634
246,ILMN_1213261,2.330984751,2.314305965,2.492442193,2.110441131,2.213964973,2.288352225,2.10135389,2.028056798,2.077472436,1.89994381,1.914420139,1.921918971,2.414524809,2.534857791,2.522706967,2.243898976,2.415447452,2.318608382,2.30169647,2.470392402,2.4389466,2.303573848,2.367188137,2.373382207
253,ILMN_1213274,3.458128471,3.860918903,3.609364881,3.7244484,3.42051227,3.912868477,4.239317866,3.998000469,4.010990274,4.093453601,3.865962163,4.05843905,2.501798104,2.866787205,2.573689941,2.374438123,3.003461449,2.867451803,2.613073989,2.779321119,2.852706936,2.341559309,2.644940336,2.542740471
255,ILMN_1213278,1.703576487,1.639157446,1.741811834,1.511400499,1.674815663,1.475767499,1.68467411,1.454810267,1.778956497,1.649967567,1.68716075,1.800279173,1.85512071,1.836447912,1.829485336,1.888490428,1.741103249,1.875581614,1.975044659,1.736923196,1.876727106,1.892152282,1.777889872,1.793430585
260,ILMN_1213290,2.501487272,2.40098412,2.392151194,2.647116294,2.423358689,2.950776502,2.952844644,3.17762142,3.057873509,3.07160138,2.834848198,3.043267646,3.122942109,3.104771786,3.056551789,3.041073244,3.055378635,3.227769179,3.00330878,2.998972301,3.021194523,3.037814986,3.124077787,2.94098328
268,ILMN_1213309,2.383012893,2.173605499,2.453922843,2.326606205,2.223408675,2.387903205,2.018435902,1.981503321,2.055725001,1.884251112,2.036829836,1.950994929,1.807253344,1.956058693,1.801523804,2.422045773,1.970885315,1.854156551,1.947012745,2.010209701,1.931361704,2.0102135,1.860014982,1.958680751
271,ILMN_1213316,1.654639751,1.467597858,1.679113119,1.824569216,1.802574223,1.943027496,1.828311299,1.560627931,1.668897024,2.104807152,1.866839235,1.842584668,1.965918571,2.023159381,2.122531627,2.027881327,2.156817317,1.892646122,1.846694103,1.757747638,2.013000609,1.986227023,2.133375158,1.67709089
276,ILMN_1213324,1.782120034,1.676452201,1.749610683,1.782282959,1.700357526,1.889408787,2.130974431,2.0685159,2.04230753,2.146092596,2.163145439,1.881188328,1.919581838,2.07520393,1.852143679,1.995830105,2.094206452,2.04790737,2.013980296,2.220976389,2.127420108,1.996385041,2.110859934,2.069171828
282,ILMN_1213339,1.56414351,1.502039872,1.65995332,1.374485191,1.473373273,1.558918131,1.758457785,1.882567831,1.840412065,1.614008495,1.644937735,1.722057327,1.75479798,1.711208655,1.649183277,1.557524567,1.460557073,1.629972282,1.678585849,1.531292286,1.85664046,1.596589514,1.604056028,1.599002651
301,ILMN_1213376,5.633989115,5.497871722,5.466554585,5.597526084,5.494657238,5.336328845,5.519155878,5.294903081,5.236126987,5.46287252,5.396356345,5.308815636,4.386611102,4.556968505,4.370467983,4.753133565,4.381991646,4.375042885,3.778106492,4.022489903,3.965478627,3.97901955,4.12174722,3.80565019
304,ILMN_1213393,3.194364828,3.133414657,3.080456948,3.273967689,3.193178706,3.326744054,3.803501008,3.447261347,3.408412147,3.702581883,3.50651241,3.731925024,3.957941844,4.186546074,4.033260681,3.982570027,4.160216478,4.084779921,4.603032102,4.491438357,4.484927415,4.433954397,4.754222578,4.500079307
317,ILMN_1213439,2.645837812,2.511371701,2.375630779,2.387439651,2.45360946,2.455323834,2.23789591,2.168249142,2.018723658,1.989629378,2.130912929,1.98260604,2.587342856,2.714467218,2.467496605,2.547393351,2.553360019,2.521388595,2.330971252,2.488043581,2.451717684,2.385159095,2.598470412,3.288555895
321,ILMN_1213448,3.192384795,3.404260017,3.076967813,3.461315763,3.237215512,3.294052979,3.072379742,2.863434834,2.984887564,3.384855612,3.094472167,3.192187964,3.693664389,3.908860687,3.450201116,3.750522167,3.851714549,3.94106638,3.862846294,3.816692157,3.760818199,3.691734489,3.772053111,3.851425712
323,ILMN_1213454,2.902016912,2.752954291,2.561112296,2.79856432,2.649355774,2.750161825,3.324745528,3.292704619,3.352212696,3.209684563,3.075553512,3.324975572,2.855180886,3.05497575,2.914343798,3.048753885,3.122415606,3.102302703,3.150409234,3.227713433,3.113731998,3.171237601,3.235725914,3.225630628
324,ILMN_1213455,2.462727259,2.571214244,2.363949438,2.375053768,2.521823673,2.283079397,2.618422301,2.606714091,2.507038229,2.649777073,2.558154474,2.482875314,2.347199016,2.499093196,2.165463527,2.487434124,2.293274542,2.285557489,2.194319452,2.189001188,2.129457033,2.221603014,2.184869194,2.110262214
326,ILMN_1213457,4.692005449,4.649635028,4.419605006,4.392081294,4.392183778,4.416301237,3.865937716,4.009355098,3.95577035,3.990126604,3.714195543,3.970225596,5.059804854,5.301936854,4.915483966,4.841934986,4.961983793,4.997447118,4.830160236,4.975775357,5.031540525,4.668592507,4.897133039,5.390831806
341,ILMN_1213498,1.96907829,1.929072866,1.976441562,2.070939353,1.933739406,1.898223465,3.009880296,2.797736787,2.879787636,3.101872906,2.96406558,2.913730079,1.835341571,1.795463825,1.74093895,1.867908425,1.798867468,1.835783879,1.742659831,1.731180822,1.672215553,1.792247773,1.70191563,1.770875782
345,ILMN_1213519,1.954357399,2.069597002,2.006365842,1.928492665,1.983760254,1.957900675,2.147366611,2.117952638,2.303270201,2.412852129,2.054027306,2.382792066,2.272996006,2.335971154,2.417995078,2.24850886,2.410335799,2.33208276,2.093351511,2.138852655,2.138864675,2.152014765,2.38045871,2.245069051
348,ILMN_1213524,1.643583524,1.769219521,1.981207717,1.80188788,1.779176517,2.083121624,1.991825786,1.736728776,1.904709494,2.193861209,2.096118283,2.099969856,1.607388798,1.551472891,1.602297674,1.598360528,1.523600855,1.617176579,1.754762215,1.592959437,1.786331305,1.636823952,1.599007445,1.669700883
354,ILMN_1213549,1.666610463,1.670645075,1.695709755,1.85022908,2.061663359,1.619716807,1.755307126,1.681173995,1.749882804,2.018739556,2.034198039,1.73183644,1.954023237,2.011575843,1.883416642,2.063725347,1.99556788,1.95874129,2.20642585,1.916967373,2.093471875,2.186586184,2.084678009,2.044544913
361,ILMN_1213573,3.613754383,3.415459437,3.390954671,3.437534448,3.427935819,3.42785994,3.408058706,3.218058139,3.332124687,3.308910621,3.13143013,3.412075,3.852972726,4.160359404,3.820361694,3.726746279,4.074136672,4.059583473,4.154725637,4.34045177,4.347162773,4.056102798,4.424961113,4.229651645
367,ILMN_1213596,4.944040108,4.926885996,4.738964816,4.704586642,4.784773101,4.9196794,5.289725939,4.920691767,5.068001378,5.186866082,5.049911631,5.307776873,6.983811897,7.282293066,6.764467562,7.098452856,7.041707525,6.909549424,7.384315013,7.520609796,7.331058395,7.321979734,7.563356298,7.371230847
373,ILMN_1213616,4.798143422,4.939441407,4.720987536,4.369715521,4.366882933,4.723945785,6.00380206,5.793702073,5.701616607,5.464888218,5.318480418,5.800534108,3.087647107,3.363302283,3.2322271,2.99069507,3.111184999,3.252934117,2.994286972,3.104511553,2.945644458,2.638050949,2.789940508,2.746521994
374,ILMN_1213617,5.971093607,5.766602224,5.639888922,6.039956079,5.913095248,6.269141695,6.547160494,6.375149968,6.376442729,6.484488901,6.365643378,6.415845472,7.242370316,7.477273108,7.241181442,7.409220591,7.423400165,7.229975126,7.599379582,7.54425976,7.626597438,7.716573742,7.810825613,7.66722486
375,ILMN_1213618,2.39739221,2.305080083,2.419784416,2.614381256,2.536670156,2.576249763,2.844741371,2.8411991,2.857086497,2.774356347,2.843131331,2.855423038,2.94172908,2.948343814,2.865510406,3.080464213,3.124928686,2.881318502,3.024670113,3.003647722,2.941211446,3.074240188,3.015121483,2.813789581
377,ILMN_1213625,1.477095769,1.906320841,1.75473891,1.78146778,1.781198785,1.932347814,2.079509279,2.085831807,2.040794702,2.221342324,2.07997048,2.210315347,1.669699556,1.547497448,1.719258765,1.682201047,1.783524505,1.680536967,1.650770215,1.566072681,1.781337352,1.719079255,1.660196075,1.656737139
393,ILMN_1213661,2.245907627,2.259408747,2.199970781,2.25552454,2.011385905,2.092186366,1.983492031,1.97775372,2.124567709,1.925817086,1.879809667,2.064290008,2.452610055,2.46962756,2.426748064,2.382822468,2.301445367,2.396091126,2.531278404,2.539911915,2.421416369,2.238734775,2.500703004,2.335137982
404,ILMN_1213707,2.382489014,2.155312699,2.411238683,2.281487984,2.227064595,2.239545898,2.462191722,2.493998924,2.219377768,2.542631593,2.283400522,2.512947603,2.386228436,2.434687808,2.290026614,2.577665587,2.556436437,2.442684556,2.764982218,2.686004528,2.86056386,2.678794263,2.869136478,2.71409701
408,ILMN_1213725,6.10248521,6.06297453,5.887569503,6.141115126,6.271762726,6.076514504,6.587406213,6.415938244,6.39237041,6.613652108,6.546593352,6.464996524,4.851634202,5.089563531,4.843431114,5.121068708,5.002672108,4.84698935,4.788855301,5.024623925,4.801863766,4.888871063,5.054397055,4.741140846
412,ILMN_1213736,1.881790921,1.715571444,1.832083964,2.070438983,1.855276085,1.85300964,1.792292979,1.72271776,1.998367108,1.882787919,1.960004647,1.892038403,1.981431318,2.093002962,1.978259068,1.804084963,1.898040402,2.173839845,1.953454079,2.052850264,2.042193031,2.23408046,2.049715088,2.242009032
428,ILMN_1213786,4.171523271,4.118607314,3.943580422,4.052233062,4.062600516,3.94726521,5.291756601,4.935166414,4.91460523,5.065227649,4.942434778,5.025353199,3.415123682,3.607001468,3.437908331,3.624729695,3.365688462,3.315053611,3.489123227,3.582943624,3.545827105,3.456509597,3.417617624,3.2745085
439,ILMN_1213815,1.758195833,1.692899207,1.780826703,1.51131411,1.568055776,1.630054956,1.791605726,1.744520823,1.752555296,1.521488764,1.551453948,1.642420011,1.723788457,1.717962895,1.779269961,1.530836349,1.740711661,1.820403807,1.811800857,1.912918621,2.072856717,1.86090908,1.804550621,1.776032726
440,ILMN_1213816,3.409123058,3.528082541,3.653073069,3.682052372,3.295515146,3.645990281,3.203356755,3.012779491,3.123419372,2.869699407,2.748210198,3.037354083,3.424963801,3.562349145,3.395732144,3.14272061,3.552374239,3.261591875,3.265125305,3.444940807,3.521010163,3.114543192,3.070584807,3.090101892
443,ILMN_1213824,2.826042476,2.855291485,2.8038114,2.914244993,2.91768026,2.902578887,3.223138093,3.007556284,3.146045085,3.321421977,3.2962506,3.198390602,4.553586187,4.703024898,4.569042908,4.71641266,4.692753298,4.441721816,4.468249852,4.588599079,4.456984957,4.381049752,4.55534612,4.426982831
446,ILMN_1213838,2.686862081,2.602841454,2.592751461,2.663488818,2.691605424,2.547191913,2.041615664,1.891935345,2.060392398,1.92627055,2.049002799,1.988027519,2.296612097,2.432276972,2.245004958,2.441824305,2.222186726,2.295281607,2.034464939,2.05988318,2.00937196,2.041289295,2.213995463,2.052414228
447,ILMN_1213840,1.781227793,2.012033106,1.992633297,1.911672392,1.958438196,2.002768094,2.292908623,2.077465386,2.178539437,2.036330892,2.248570653,2.30957046,1.833087803,1.822349706,1.806360055,1.968818424,1.936169036,1.933445273,1.849788197,1.914383352,1.852376774,1.929103691,2.00396927,1.9721042
449,ILMN_1213848,3.1310357,3.424601953,3.114166077,3.284662886,3.207280111,3.223044746,2.759232312,2.796412321,2.664448499,2.904046747,2.577416416,2.693836333,2.61880528,2.604508182,2.491393572,2.616221762,2.737464483,2.565239597,2.672270506,2.525486325,2.64132478,2.629017419,2.518697898,2.470482217
454,ILMN_1213858,3.386373365,3.372001606,3.139273171,3.148622768,3.392377535,3.152902683,3.988808144,3.719414007,3.81969522,3.86411954,4.082917631,3.887392966,3.295416423,3.458834971,3.199620434,3.618658744,3.332644698,3.127771193,2.907253072,3.145491848,3.093765546,3.195005262,3.124682212,2.883701858
457,ILMN_1213866,2.101399219,1.961361783,2.097094678,2.020287297,2.110846184,2.262489462,2.466181223,2.339044803,2.397228622,2.363597259,2.288051726,2.306153485,2.761337282,2.893141793,2.731812975,2.838033352,2.847989802,2.763388295,2.982323831,2.758319385,2.768783915,2.864038861,2.797482061,2.73743874
461,ILMN_1213875,2.247640757,2.239820541,2.158699537,2.199551355,2.226989236,2.091358674,2.260263429,2.105691717,2.170061208,2.309889575,1.998259606,1.998629892,2.734784125,2.761817842,2.667822968,2.836190154,2.63515194,2.699939529,2.902135627,2.892265542,2.789035879,2.772339327,2.842273204,2.630120511
466,ILMN_1213886,1.180772801,1.061961339,1.356762243,1.306861419,1.43648046,1.307599059,1.256040425,1.27217927,1.143231679,1.496928067,1.371570537,1.234369549,1.481376224,1.463812712,1.451024604,1.44419137,1.337616368,1.379686231,1.304592833,1.318328121,1.485575179,1.484078266,1.407086441,1.464113347
